AUTHOR_NAME,PUB_TITLE,PUB_YEAR,PUB_AUTHORS,PUB_TYPE,PUB_PUBLISHER,PUB_ISBN,PUB_DOI,PUB_CITATIONS,UPDATED
Stefan Stoll,FBXL5 regulates IRP2 stability in iron homeostasis via an oxygen-responsive [2Fe2S] cluster,2020.0,"['H Wang', ' H Shi', ' M Rajan', ' ER Canarie', ' S Hong', ' D Simoneschi', ' M Pagano', ' ...']",,Molecular cell,,,42.0,2022-04-11
Stefan Stoll,Structure and energetics of allosteric regulation of HCN2 ion channels by cyclic nucleotides,2016.0,"['HA DeBerg', ' PS Brzovic', ' GE Flynn', ' WN Zagotta', ' S Stoll']",,Journal of Biological Chemistry,,,42.0,2022-04-11
Stefan Stoll,Coherent pump pulses in double electron electron resonance spectroscopy,2016.0,"['CE Tait', ' S Stoll']",,Physical Chemistry Chemical Physics,,,40.0,2022-04-11
Stefan Stoll,Structural mechanism for the regulation of HCN ion channels by the accessory protein TRIP8b,2015.0,"['HA DeBerg', ' JR Bankston', ' JC Rosenbaum', ' PS Brzovic', ' WN Zagotta', ' ...']",,Structure,,,40.0,2022-04-11
Stefan Stoll,Zero-field splittings in metHb and metMb with aquo and fluoro ligands: a FD-FT THz-EPR study,2013.0,"['J Nehrkorn', ' BM Martins', ' K Holldack', ' S Stoll', ' H Dobbek', ' R Bittl', ' A Schnegg']",,Molecular Physics,,,40.0,2022-04-11
Stefan Stoll,An adaptive method for computing resonance fields for continuous-wave EPR spectra,2003.0,"['S Stoll', ' A Schweiger']",,Chemical physics letters,,,40.0,2022-04-11
Stefan Stoll,Atomic hydrogen as high-precision field standard for high-field EPR,2010.0,"['S Stoll', ' A Ozarowski', ' RD Britt', ' A Angerhofer']",,Journal of Magnetic Resonance,,,38.0,2022-04-11
Stefan Stoll,A radical transfer pathway in spore photoproduct lyase,2013.0,"['L Yang', ' RS Nelson', ' A Benjdia', ' G Lin', ' J Telser', ' S Stoll', ' I Schlichting', ' L Li']",,Biochemistry,,,37.0,2022-04-11
Stefan Stoll,5-and 6-pulse electron spin echo envelope modulation (ESEEM) of multi-nuclear spin systems,2008.0,"['B Kasumaj', ' S Stoll']",,Journal of Magnetic Resonance,,,37.0,2022-04-11
Stefan Stoll,,2011.0,"['AM Taylor', ' S Stoll', ' RD Britt', ' JT Jarrett']",,Biochemistry,,,36.0,2022-04-11
Stefan Stoll,DeerLab: a comprehensive software package for analyzing dipolar electron paramagnetic resonance spectroscopy data,2020.0,"['L Fábregas Ibáñez', ' G Jeschke', ' S Stoll']",,Magnetic Resonance,,,32.0,2022-04-11
Stefan Stoll,General magnetic transition dipole moments for electron paramagnetic resonance,2015.0,"['J Nehrkorn', ' A Schnegg', ' K Holldack', ' S Stoll']",,Physical review letters,,,32.0,2022-04-11
Stefan Stoll,Raman intensity mapping of single-walled carbon nanotubes,2007.0,"['A Jungen', ' VN Popov', ' C Stampfer', ' L Durrer', ' S Stoll', ' C Hierold']",,Physical Review B,,,30.0,2022-04-11
Stefan Stoll,Pulse EPR,2018.0,['S Stoll'],,EPR Spectroscopy: Fundamentals and Methods,,,29.0,2022-04-11
Stefan Stoll,CW-EPR spectral simulations: solid state,2015.0,['S Stoll'],,Methods in enzymology,,,25.0,2022-04-11
Stefan Stoll,Oxygen‐Promoted C H Bond Activation at Palladium,2014.0,"['ML Scheuermann', ' DW Boyce', ' KA Grice', ' W Kaminsky', ' S Stoll', ' WB Tolman', ' ...']",,Angewandte Chemie,,,24.0,2022-04-11
Stefan Stoll,Mechanism for the inhibition of the cAMP dependence of HCN ion channels by the auxiliary subunit TRIP8b,2017.0,"['JR Bankston', ' HA DeBerg', ' S Stoll', ' WN Zagotta']",,Journal of Biological Chemistry,,,23.0,2022-04-11
Stefan Stoll,Rates and equilibrium constants of the ligand-induced conformational transition of an HCN ion channel protein domain determined by DEER spectroscopy,2017.0,"['A Collauto', ' HA DeBerg', ' R Kaufmann', ' WN Zagotta', ' S Stoll', ' D Goldfarb']",,Physical Chemistry Chemical Physics,,,22.0,2022-04-11
Stefan Stoll,,2007.0,"['S Stoll', ' B Epel', ' S Vega', ' D Goldfarb']",,The Journal of chemical physics,,,22.0,2022-04-11
Stefan Stoll,Benchmark test and guidelines for DEER/PELDOR experiments on nitroxide-labeled biomolecules,2021.0,"['O Schiemann', ' CA Heubach', ' D Abdullin', ' K Ackermann', ' M Azarkh', ' ...']",,Journal of the American Chemical Society,,,21.0,2022-04-11
Stefan Stoll,Allosteric conformational change of a cyclic nucleotide-gated ion channel revealed by DEER spectroscopy,2020.0,"['EGB Evans', ' JLW Morgan', ' F DiMaio', ' WN Zagotta', ' S Stoll']",,Proceedings of the National Academy of Sciences,,,21.0,2022-04-11
Stefan Stoll,Phase cycling in electron spin echo envelope modulation,2008.0,"['S Stoll', ' B Kasumaj']",,Applied Magnetic Resonance,,,20.0,2022-04-11
Stefan Stoll,Continuous wave and pulse EPR as a tool for the characterization of monocyclopentadienyl Ti (III) catalysts,2001.0,"['S Van Doorslaer', ' JJ Shane', ' S Stoll', ' A Schweiger', ' M Kranenburg', ' ...']",,Journal of Organometallic Chemistry,,,20.0,2022-04-11
Stefan Stoll,Quantitative structure-based prediction of electron spin decoherence in organic radicals,2020.0,"['ER Canarie', ' SM Jahn', ' S Stoll']",,The journal of physical chemistry letters,,,18.0,2022-04-11
Stefan Stoll,,2013.0,"['M Zalibera', ' AS Jalilov', ' S Stoll', ' IA Guzei', ' G Gescheidt', ' SF Nelsen']",,The Journal of Physical Chemistry A,,,18.0,2022-04-11
Stefan Stoll,Rapid construction of solid-state magnetic resonance powder spectra from frequencies and amplitudes as applied to ESEEM,2003.0,"['S Stoll', ' A Schweiger']",,Journal of Magnetic Resonance,,,18.0,2022-04-11
Stefan Stoll,Computational modeling and least-squares fitting of EPR spectra,2014.0,['S Stoll'],,Multifrequency electron paramagnetic resonance: data and techniques,,,17.0,2022-04-11
Stefan Stoll,Structural basis for hydration dynamics in radical stabilization of bilin reductase mutants,2010.0,"['AC Kohler', ' DD Gae', ' MA Richley', ' S Stoll', ' A Gunn', ' S Lim', ' SS Martin', ' ...']",,Biochemistry,,,17.0,2022-04-11
Stefan Stoll,Electron Paramagnetic Resonance: Volume 22,2010.0,"['P Tordo', ' M Bennati', ' S Stoll', ' G Smith', ' O Schiemann', ' G Grampp', ' A Smirnov', ' ...']",,Royal Society of Chemistry,,,16.0,2022-04-11
Stefan Stoll,High-field EPR of bioorganic radicals,2010.0,['S Stoll'],,Electron paramagnetic resonance,,,15.0,2022-04-11
Stefan Stoll,Vanadyl porphyrin speciation based on submegahertz ligand proton hyperfine couplings,2019.0,"['D Mannikko', ' S Stoll']",,Energy & Fuels,,,13.0,2022-04-11
Stefan Stoll,EPR interactions—Nuclear quadrupole couplings,2018.0,"['S Stoll', ' D Goldfarb']",,EPR Spectroscopy: Fundamentals and Methods,,,13.0,2022-04-11
Stefan Stoll,ENDOR with band-selective shaped inversion pulses,2017.0,"['CE Tait', ' S Stoll']",,Journal of Magnetic Resonance,,,13.0,2022-04-11
Stefan Stoll,Nuclear relaxation effects in Davies ENDOR variants,2008.0,"['JJL Morton', ' NS Lees', ' BM Hoffman', ' S Stoll']",,Journal of Magnetic Resonance,,,13.0,2022-04-11
Stefan Stoll,Electron paramagnetic resonance spectroscopy,2001.0,"['C Calle', ' S Van Doorslaer', ' S Stoll', ' Z Mádi', ' L Liesum', ' W Lammler', ' M Kälin', ' ...']",,Chimia,,,13.0,2022-04-11
Stefan Stoll,Determination of Large Zero-Field Splitting in High-Spin Co (I) Clathrochelates,2018.0,"['J Nehrkorn', ' SL Veber', ' LA Zhukas', ' VV Novikov', ' YV Nelyubina', ' ...']",,Inorganic chemistry,,,11.0,2022-04-11
Stefan Stoll,,2016.0,"['EC Hayes', ' TR Porter', ' CJ Barrows', ' W Kaminsky', ' JM Mayer', ' S Stoll']",,Journal of the American Chemical Society,,,11.0,2022-04-11
Stefan Stoll,Bayesian Probabilistic Analysis of DEER Spectroscopy Data Using Parametric Distance Distribution Models,2020.0,"['SR Sweger', ' S Pribitzer', ' S Stoll']",,The Journal of Physical Chemistry A,,,10.0,2022-04-11
Stefan Stoll,"How metal ion lewis acidity and steric properties influence the barrier to dioxygen binding, peroxo O–O bond cleavage, and reactivity",2019.0,"['PC Yan Poon', ' MA Dedushko', ' X Sun', ' G Yang', ' S Toledo', ' EC Hayes', ' ...']",,Journal of the American Chemical Society,,,10.0,2022-04-11
Stefan Stoll,Trajectory-based simulation of EPR spectra: Models of rotational motion for spin labels on proteins,2019.0,"['PD Martin', ' B Svensson', ' DD Thomas', ' S Stoll']",,The Journal of Physical Chemistry B,,,9.0,2022-04-11
Stefan Stoll,Modeling of motional EPR spectra using hindered Brownian rotational diffusion and the stochastic Liouville equation,2020.0,"['J Lehner', ' S Stoll']",,The Journal of Chemical Physics,,,8.0,2022-04-11
Stefan Stoll,,2013.0,"['S Khabuanchalad', ' J Wittayakun', ' RJ Lobo-Lapidus', ' S Stoll', ' RD Britt', ' ...']",,Langmuir,,,7.0,2022-04-11
Stefan Stoll,EasySpin: a Software Package for the Computation of EPR and ENDOR Spectra,2003.0,['S Stoll'],,,,,6.0,2022-04-11
Stefan Stoll,The decay of the refocused Hahn echo in double electron–electron resonance (DEER) experiments,2021.0,"['T Bahrenberg', ' SM Jahn', ' A Feintuch', ' S Stoll', ' D Goldfarb']",,Magnetic Resonance,,,5.0,2022-04-11
Stefan Stoll,Mechanochemical changes in absorption and fluorescence of DDM-containing epoxies,2018.0,"['R Toivola', ' SH Jang', ' D Mannikko', ' S Stoll', ' AKY Jen', ' BD Flinn']",,Polymer,,,5.0,2022-04-11
Stefan Stoll,,2010.0,"['S Khabuanchalad', ' J Wittayakun', ' RJ Lobo-Lapidus', ' S Stoll', ' RD Britt', ' ...']",,The Journal of Physical Chemistry C,,,5.0,2022-04-11
Stefan Stoll,Modern EPR spectroscopy,2018.0,"['D Goldfarb', ' S Stoll']",,John Wiley & Sons,,,4.0,2022-04-11
Stefan Stoll,Nutation-frequency correlated EPR spectroscopy,1996.0,['S Stoll'],,na,,,4.0,2022-04-11
Stefan Stoll,The decay of the refocused Hahn echo in DEER experiments,2021.0,"['T Bahrenberg', ' SM Jahn', ' A Feintuch', ' S Stoll', ' D Goldfarb']",,Magnetic Resonance Discussions,,,3.0,2022-04-11
Stefan Stoll,Determining electron–nucleus distances and Fermi contact couplings from ENDOR spectra,2021.0,"['S Pribitzer', ' D Mannikko', ' S Stoll']",,Physical Chemistry Chemical Physics,,,3.0,2022-04-11
Stefan Stoll,Photochemical changes in absorption and fluorescence of DDM-containing epoxies,2018.0,"['R Toivola', ' SH Jang', ' D Mannikko', ' S Stoll', ' AKY Jen', ' BD Flinn']",,Polymer,,,3.0,2022-04-11
Stefan Stoll,EPR study of UV-irradiated thymidine microcrystals supports radical intermediates in spore photoproduct formation,2016.0,"['EC Hayes', ' Y Jian', ' L Li', ' S Stoll']",,The Journal of Physical Chemistry B,,,3.0,2022-04-11
Stefan Stoll,Conformational change with steric interactions affects the inner sphere component of concerted proton–electron transfer in a pyridyl-appended radical cation system,2015.0,"['EA Welker', ' BL Tiley', ' CM Sasaran', ' MA Zuchero', ' WS Tong', ' MJ Vettleson', ' ...']",,The Journal of Organic Chemistry,,,3.0,2022-04-11
Stefan Stoll,Solid-state laser refrigeration of nanodiamond quantum sensors,2020.0,"['A Pant', ' RG Felsted', ' AB Bard', ' X Xia', ' S Dadras', ' K Shayan', ' DR Luntz-Martin', ' ...']",,arXiv preprint,,,2.0,2022-04-11
Stefan Stoll,Bayesian Statistical Methods in the Analysis of DEER Data,2016.0,"['TH Edwards', ' S Stoll']",,Biophysical Journal,,,2.0,2022-04-11
Stefan Stoll,"Erratum to: ÔAn adaptive method for computing resonance fields for continuous-wave EPR spectraÕ [Chem. Phys. Lett. 380 (2003) 464–470] q, qq",2003.0,"['S Stoll', ' A Schweiger']",,Chemical Physics Letters,,,2.0,2022-04-11
Stefan Stoll,RJ Meier,2001.0,"['S Doorslaer', ' JJ Shane', ' S Stoll', ' A Schweiger', ' M Kranenhurg']",,J. Organomet. Chem.,,,2.0,2022-04-11
Stefan Stoll,,2021.0,"['J Nehrkorn', ' SM Greer', ' BJ Malbrecht', ' KJ Anderton', ' A Aliabadi', ' J Krzystek', ' ...']",,Inorganic Chemistry,,,1.0,2022-04-11
Stefan Stoll,Identifying the Optimal Level of Regularization in Deer Data Analysis,2018.0,"['TH Edwards', ' S Stoll']",,Biophysical Journal,,,1.0,2022-04-11
Stefan Stoll,The Conformation of Alpha-Synuclein on the Natural Membrane Mimics Inner Mitochondrial Membrane (IMM) and Neuronal Plasma Membrane (NPM) Revisited by Bayesian Analysis of …,2018.0,"['P Kumar', ' TH Edwards', ' S Stoll', ' M Huber']",,Biophysical Journal,,,1.0,2022-04-11
Stefan Stoll,Synthetic test data set for DEER spectroscopy based on T4 lysozyme,2018.0,"['TH Edwards', ' S Stoll']",,Elsevier,,,1.0,2022-04-11
Stefan Stoll,Simulating electron paramagnetic resonance spectra of slow-motion systems in the time domain,2017.0,"['P Martin', ' S Stoll', ' D Thomas']",,Biophysical Journal,,,1.0,2022-04-11
Stefan Stoll,Uncertainty Quantification in Deer Spectroscopy using Bayesian Statistical Inversion Methods,2015.0,"['TH Edwards', ' S Stoll']",,Biophysical Journal,,,1.0,2022-04-11
Stefan Stoll,Accurate Distance Constraints for RNA Structures Using Deer Spectroscopy,2010.0,"['VJ DeRose', ' NK Kim', ' MK Bowman', ' B Green', ' A Unger', ' S Stoll', ' RD Britt']",,Biophysical Journal,,,1.0,2022-04-11
Stefan Stoll,Comparative evaluation of spin label modeling methods for protein structural studies,2022.0,"['M Tessmer', ' E Canarie', ' S Stoll']",,Biophysical Journal,,,,2022-04-11
Stefan Stoll,Probabilistic inference of distance distributions in DEER spectroscopy,2022.0,"['S Pribitzer', ' SR Sweger', ' L Zha', ' S Stoll']",,Biophysical Journal,,,,2022-04-11
Stefan Stoll,"Accessing protein conformational distributions in mammalian cells with fast, bio-orthogonal spin-labeling and DEER spectroscopy",2022.0,"['EGB Evans', ' S Jana', ' HS Jang', ' SE Gordon', ' WN Zagotta', ' RA Mehl', ' S Stoll']",,Biophysical Journal,,,,2022-04-11
Stefan Stoll,Dipolar pathways in dipolar EPR spectroscopy,2022.0,"['L Fábregas-Ibáñez', ' MH Tessmer', ' G Jeschke', ' S Stoll']",,Physical Chemistry Chemical Physics,,,,2022-04-11
Stefan Stoll,15N Bifunctional Spin Label: Pushing the Limits of Angular Resolution of Muscle Myosin,2021.0,"['Y Savich', ' MR McCarthy', ' S Stoll', ' DD Thomas']",,Biophysical Journal,,,,2022-04-11
Stefan Stoll,Allosteric Gating Rearrangements of a Prokaryotic Cyclic Nucleotide-Gated Ion Channel Revealed with Pulsed Dipolar Spectroscopy,2019.0,"['EGB Evans', ' JLW Morgan', ' S Stoll', ' WN Zagotta']",,Biophysical Journal,,,,2022-04-11
Stefan Stoll,Investigating concerted proton-electron transfer with base-appended radical cations,2018.0,"['E Welker', ' D Robinson', ' B Tiley', ' C Sasaran', ' M Vettleson', ' N Fretz', ' ...']",,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,,,,2022-04-11
Stefan Stoll,Trajectory-Based Simulations of Electron Paramagnetic Resonance Spectra,2018.0,"['P Martin', ' S Stoll', ' D Thomas']",,Biophysical Journal,,,,2022-04-11
Stefan Stoll,Functional and Spectroscopic Studies of Prokaryotic Cyclic Nucleotide-Gated Ion Channels,2018.0,"['EGB Evans', ' JLW Morgan', ' ZM James', ' S Stoll', ' WN Zagotta']",,Biophysical Journal,,,,2022-04-11
Stefan Stoll,,2018.0,"['J Nehrkorn', ' B Malbrecht', ' S Greer', ' A Aliabadi', ' A Schnegg', ' K Holldack', ' ...']",,APS March Meeting Abstracts,,,,2022-04-11
Stefan Stoll,Mechanochromic and photochromic fluorescence in epoxy,2017.0,"['R Toivola', ' SH Jang', ' D Mannikko', ' S Stoll', ' B Flinn', ' A Jen']",,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,,,,2022-04-11
Stefan Stoll,Understanding the electronic structure of heavy elements using EPR spectroscopy,2016.0,"['J Stull', ' B Stein', ' E Hayes', ' A Tondreau', ' S Kozimor', ' S Stoll']",,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,,,,2022-04-11
Andreas Gut,Sources and sinks of ammonia within an oilseed rape canopy,2000.0,"['E Nemitz', ' MA Sutton', ' A Gut', ' R San José…']",, Agricultural and Forest …,,,109.0,2022-04-11
Andreas Gut,Exchange fluxes of NO2 and O3 at soil and leaf surfaces in an Amazonian rain forest,2002.0,"['A Gut', ' M Scheibe', ' S Rottenberger…']",, Journal of …,,,77.0,2022-04-11
Andreas Gut,Measurement of voltage instabilities caused by inverters in weak grids,2017.0,"['M Höckel', ' A Gut', ' M Arnal', ' R Schild…']",,,,,12.0,2022-04-11
Andreas Gut,Radon‐220 calibration of Near‐surface turbulent gas transport,1999.0,"['BE Lehmann', ' M Lehmann', ' A Neftel…']",, Geophysical …,,,32.0,2022-04-11
Andreas Gut,Characterisation of the soil-atmosphere exchange fluxes of nitric oxide,1998.0,['UA Gut '],,,,,4.0,2022-04-11
Andreas Gut,"Aufsuchen, Unterstützen, Beraten",2014.0,['A Gut'],, Lebensweltorientierung und Familientherapie in der …,,,4.0,2022-04-11
Andreas Gut,[BOOK][B] Aufsuchende sozialpädagogische Familienhilfen: Hilfen zur Erziehung kompakt-Band 1,2022.0,"['A Gut', ' A Langness', ' T Ley', ' J Pothmann ']",,,,,,2022-04-11
Andreas Gut,CORE annual report 2006,2007.0,['A Gut '],,,,,,2022-04-11
Andreas Gut,CORE annual report 2006; CORE Jahresbericht 2006,2007.0,['A Gut '],,,,,,2022-04-11
Andreas Gut,Was benötigen leibliche Eltern in Pflegeverhältnissen? Ergebnisse einer qualitativen Studie im Rahmen eines Qualitätsentwicklungsprozesses,2017.0,['A Gut'],, unsere jugend,,,,2022-04-11
Michael Hauser,Complement factor H variant increases the risk of age-related macular degeneration,2005.0,"['JL Haines', ' MA Hauser', ' S Schmidt', ' WK Scott', ' LM Olson', ' P Gallins', ' ...']",,Science,,,2798.0,2022-04-11
Michael Hauser,A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants,2016.0,"['LG Fritsche', ' W Igl', ' JNC Bailey', ' F Grassmann', ' S Sengupta', ' ...']",,Nature genetics,,,950.0,2022-04-11
Michael Hauser,,2010.0,"['B Zheng', ' Z Liao', ' JJ Locascio', ' KA Lesniak', ' SS Roderick', ' ML Watt', ' ...']",,Science translational medicine,,,736.0,2022-04-11
Michael Hauser,The pivotal role of the complement system in aging and age-related macular degeneration: hypothesis re-visited,2010.0,"['DH Anderson', ' MJ Radeke', ' NB Gallo', ' EA Chapin', ' PT Johnson', ' CR Curletti', ' ...']",,Progress in retinal and eye research,,,706.0,2022-04-11
Michael Hauser,Modular flexibility of dystrophin: implications for gene therapy of Duchenne muscular dystrophy,2002.0,"['SQ Harper', ' MA Hauser', ' C DelloRusso', ' D Duan', ' RW Crawford', ' SF Phelps', ' ...']",,Nature medicine,,,621.0,2022-04-11
Michael Hauser,Molecular markers of early Parkinson's disease based on gene expression in blood,2007.0,"['CR Scherzer', ' AC Eklund', ' LJ Morse', ' Z Liao', ' JJ Locascio', ' D Fefer', ' ...']",,Proceedings of the National Academy of Sciences,,,535.0,2022-04-11
Michael Hauser,Cigarette smoking strongly modifies the association of LOC387715 and age-related macular degeneration,2006.0,"['S Schmidt', ' MA Hauser', ' WK Scott', ' EA Postel', ' A Agarwal', ' P Gallins', ' ...']",,The American Journal of Human Genetics,,,393.0,2022-04-11
Michael Hauser,,2000.0,"['MA Hauser', ' SK Horrigan', ' P Salmikangas', ' UM Torian', ' KD Viles', ' R Dancel', ' ...']",,Human molecular genetics,,,351.0,2022-04-11
Michael Hauser,"Production and characterization of improved adenovirus vectors with the E1, E2b, and E3 genes deleted",1998.0,"['A Amalfitano', ' MA Hauser', ' H Hu', ' D Serra', ' CR Begy', ' JS Chamberlain']",,Journal of virology,,,341.0,2022-04-11
Michael Hauser,Expression of full-length and truncated dystrophin mini-genes in transgenic mdx mice,1995.0,"['SF Phelps', ' MA Hauser', ' NM Cole', ' JA Rafael', ' RT Hinkle', ' JA Faulkner', ' ...']",,Human molecular genetics,,,341.0,2022-04-11
Michael Hauser,Largest GWAS of PTSD (N= 20 070) yields genetic overlap with schizophrenia and sex differences in heritability,2018.0,"['LE Duncan', ' A Ratanatharathorn', ' AE Aiello', ' LM Almli', ' AB Amstadter', ' ...']",,Molecular psychiatry,,,326.0,2022-04-11
Michael Hauser,Genome-wide association analyses identify multiple loci associated with central corneal thickness and keratoconus,2013.0,"['Y Lu', ' V Vitart', ' KP Burdon', ' CC Khor', ' Y Bykhovskaya', ' A Mirshahi', ' ...']",,Nature genetics,,,306.0,2022-04-11
Michael Hauser,Relationship between methylome and transcriptome in patients with nonalcoholic fatty liver disease,2013.0,"['SK Murphy', ' H Yang', ' CA Moylan', ' H Pang', ' A Dellinger', ' MF Abdelmalek', ' ...']",,Gastroenterology,,,286.0,2022-04-11
Michael Hauser,Common variants at 9p21 and 8q22 are associated with increased susceptibility to optic nerve degeneration in glaucoma,2012.0,"['JL Wiggs', ' BL Yaspan', ' MA Hauser', ' JH Kang', ' RR Allingham', ' LM Olson', ' ...']",,PLoS genetics,,,286.0,2022-04-11
Michael Hauser,Glutathione S-transferase omega-1 modifies age-at-onset of Alzheimer disease and Parkinson disease,2003.0,"['YJ Li', ' SA Oliveira', ' P Xu', ' ER Martin', ' JE Stenger', ' CR Scherzer', ' MA Hauser', ' ...']",,Human molecular genetics,,,277.0,2022-04-11
Michael Hauser,The genetic architecture of the human cerebral cortex,2020.0,"['KL Grasby', ' N Jahanshad', ' JN Painter', ' L Colodro-Conde', ' J Bralten', ' ...']",,Science,,,244.0,2022-04-11
Michael Hauser,Chiari type I malformation with or without syringomyelia: prevalence and genetics,2003.0,"['MC Speer', ' DS Enterline', ' L Mehltretter', ' P Hammock', ' J Joseph', ' ...']",,Journal of Genetic Counseling,,,241.0,2022-04-11
Michael Hauser,"Functional candidate genes in age-related macular degeneration: significant association with VEGF, VLDLR, and LRP6",2006.0,"['JL Haines', ' N Schnetz-Boutaud', ' S Schmidt', ' WK Scott', ' A Agarwal', ' ...']",,Investigative ophthalmology & visual science,,,238.0,2022-04-11
Michael Hauser,Association of single-nucleotide polymorphisms of the tau gene with late-onset Parkinson disease,2001.0,"['ER Martin', ' WK Scott', ' MA Nance', ' RL Watts', ' JP Hubble', ' WC Koller', ' ...']",,Jama,,,229.0,2022-04-11
Michael Hauser,Mutations affecting the cytoplasmic functions of the co-chaperone DNAJB6 cause limb-girdle muscular dystrophy,2012.0,"['J Sarparanta', ' PH Jonson', ' C Golzio', ' S Sandell', ' H Luque', ' M Screen', ' ...']",,Nature genetics,,,228.0,2022-04-11
Michael Hauser,Hepatic gene expression profiles differentiate presymptomatic patients with mild versus severe nonalcoholic fatty liver disease,2014.0,"['CA Moylan', ' H Pang', ' A Dellinger', ' A Suzuki', ' ME Garrett', ' CD Guy', ' ...']",,Hepatology,,,227.0,2022-04-11
Michael Hauser,Protective effect of complement factor B and complement component 2 variants in age-related macular degeneration,2007.0,"['KL Spencer', ' MA Hauser', ' LM Olson', ' S Schmidt', ' WK Scott', ' P Gallins', ' ...']",,Human molecular genetics,,,216.0,2022-04-11
Michael Hauser,Genome-wide association analyses identify three new susceptibility loci for primary angle closure glaucoma,2012.0,"['EN Vithana', ' CC Khor', ' C Qiao', ' ME Nongpiur', ' R George', ' LJ Chen', ' T Do', ' ...']",,Nature genetics,,,215.0,2022-04-11
Michael Hauser,Genome-wide analysis of multi-ancestry cohorts identifies new loci influencing intraocular pressure and susceptibility to glaucoma,2014.0,"['PG Hysi', ' CY Cheng', ' H Springelkamp', ' S Macgregor', ' JNC Bailey', ' ...']",,Nature genetics,,,202.0,2022-04-11
Michael Hauser,Stac3 is a component of the excitation–contraction coupling machinery and mutated in Native American myopathy,2013.0,"['EJ Horstick', ' JW Linsley', ' JJ Dowling', ' MA Hauser', ' KK McDonald', ' ...']",,Nature communications,,,192.0,2022-04-11
Michael Hauser,A genomewide scan for early-onset coronary artery disease in 438 families: the GENECARD Study,2004.0,"['ER Hauser', ' DC Crossman', ' CB Granger', ' JL Haines', ' CJH Jones', ' V Mooser', ' ...']",,The American journal of human genetics,,,192.0,2022-04-11
Michael Hauser,"Genome-wide association analysis identifies TXNRD2, ATXN2 and FOXC1 as susceptibility loci for primary open-angle glaucoma",2016.0,"['JNC Bailey', ' SJ Loomis', ' JH Kang', ' RR Allingham', ' P Gharahkhani', ' CC Khor', ' ...']",,Nature genetics,,,186.0,2022-04-11
Michael Hauser,International meta-analysis of PTSD genome-wide association studies identifies sex-and ancestry-specific genetic risk loci,2019.0,"['CM Nievergelt', ' AX Maihofer', ' T Klengel', ' EG Atkinson', ' CY Chen', ' KW Choi', ' ...']",,Nature communications,,,177.0,2022-04-11
Michael Hauser,"Autosomal-dominant distal myopathy associated with a recurrent missense mutation in the gene encoding the nuclear matrix protein, matrin 3",2009.0,"['J Senderek', ' SM Garvey', ' M Krieger', ' V Guergueltcheva', ' A Urtizberea', ' ...']",,The American Journal of Human Genetics,,,,2022-04-11
Michael Hauser,"Autosomal-dominant distal myopathy associated with a recurrent missense mutation in the gene encoding the nuclear matrix protein, matrin 3",2009.0,"['J Senderek', ' SM Garvey', ' M Krieger', ' V Guergueltcheva', ' A Urtizberea', ' ...']",,The American Journal of Human Genetics,,,172.0,2022-04-11
Michael Hauser,Distribution of WDR36 DNA sequence variants in patients with primary open-angle glaucoma,2006.0,"['MA Hauser', ' RR Allingham', ' K Linkroum', ' J Wang', ' K LaRocque-Abramson', ' ...']",,Investigative ophthalmology & visual science,,,162.0,2022-04-11
Michael Hauser,"Expression profiling of substantia nigra in Parkinson disease, progressive supranuclear palsy, and frontotemporal dementia with parkinsonism",2005.0,"['MA Hauser', ' YJ Li', ' H Xu', ' MA Noureddine', ' YS Shao', ' SR Gullans', ' ...']",,Archives of neurology,,,162.0,2022-04-11
Michael Hauser,"Common variants near ABCA1, AFAP1 and GMDS confer risk of primary open-angle glaucoma",2014.0,"['P Gharahkhani', ' KP Burdon', ' R Fogarty', ' S Sharma', ' AW Hewitt', ' S Martin', ' ...']",,Nature genetics,,,160.0,2022-04-11
Michael Hauser,Fibroblast growth factor 20 polymorphisms and haplotypes strongly influence risk of Parkinson disease,2004.0,"['JM Van Der Walt', ' MA Noureddine', ' R Kittappa', ' MA Hauser', ' WK Scott', ' ...']",,The American Journal of Human Genetics,,,159.0,2022-04-11
Michael Hauser,Genome-wide scan for adult onset primary open angle glaucoma,2000.0,"['JL Wiggs', ' RR Allingham', ' A Hossain', ' J Kern', ' J Auguste', ' EA DelBono', ' ...']",,Human molecular genetics,,,159.0,2022-04-11
Michael Hauser,Apolipoprotein E controls the risk and age at onset of Parkinson disease,2004.0,"['YJ Li', ' MA Hauser', ' WK Scott', ' ER Martin', ' MW Booze', ' XJ Qin', ' JW Walter', ' ...']",,Neurology,,,151.0,2022-04-11
Michael Hauser,Genome-wide association study identifies five new susceptibility loci for primary angle closure glaucoma,2016.0,"['CC Khor', ' T Do', ' H Jia', ' M Nakano', ' R George', ' K Abu-Amero', ' R Duvesh', ' ...']",,Nature genetics,,,136.0,2022-04-11
