AUTHOR_NAME,PUB_TITLE,PUB_YEAR,PUB_AUTHORS,PUB_TYPE,PUB_PUBLISHER,PUB_ISBN,PUB_DOI,PUB_CITATIONS,UPDATED
Dietmar Ratz,Inclusion isotone extended interval arithmetic: A toolbox update,1996.0,['D Ratz'],,Inst. für Angewandte Mathematik,,,12.0,2022-04-06
Dietmar Ratz,A posteriori direction selection rules for interval optimization methods.,2000.0,"['T Csendes', ' R Klatte', ' D Ratz']",,Central European Journal of Operations Research,,,9.0,2022-04-06
Dietmar Ratz,A machine learning approach to univariate time series forecasting of quarterly earnings,2020.0,"['JA Fischer', ' P Pohl', ' D Ratz']",,Review of Quantitative Finance and Accounting,,,7.0,2022-04-06
Dietmar Ratz,Grundkurs Programmieren in Java. 2. Programmierung kommerzieller Systeme,2003.0,"['D Ratz', ' J Scheffler', ' D Seese']",,Hanser,,,7.0,2022-04-06
Dietmar Ratz,Slope enclosures for functions given by two or more branches,2008.0,"['M Schnurr', ' D Ratz']",,BIT Numerical Mathematics,,,6.0,2022-04-06
Dietmar Ratz,Programmieren in Java,2006.0,"['D Ratz', ' J Scheffler', ' D Seese', ' J Wiesenberger']",,Auflage,,,6.0,2022-04-06
Dietmar Ratz,Effektive Java-Grundausbildung unter Einsatz eines Learning Management Systems und spezieller Werkzeuge,2005.0,"['R Küstermann', ' D Ratz', ' D Seese']",,Unterrichtskonzepte für informatische Bildung,,,4.0,2022-04-06
Dietmar Ratz,A multidimensional branch-and-prune method for interval global optimization,2004.0,"['T Vinkó', ' D Ratz']",,Numerical Algorithms,,,4.0,2022-04-06
Dietmar Ratz,Programmierpraktikum mit PASCAL-SC,,['D Ratz'],,Computer Theoretikum und Praktikum für Physiker,,,4.0,2022-04-06
Dietmar Ratz,Modell eines Workflow-Systems zur Erhöhung der Sicherheit von Web Services,2003.0,"['T Podgayetskaya', ' D Ratz', ' W Stucky']",,Proceedings E. Otner (Hrsg.) in Symposium Entwicklung Web-Services basierter …,,,3.0,2022-04-06
Dietmar Ratz,New results on gap-treating techniques in extended interval newton gauss-seidel steps for global optimization,1997.0,['D Ratz'],,Developments in Global Optimization,,,3.0,2022-04-06
Dietmar Ratz,Gaussian Distributed Shareholder Value as a Tool for Value Based Management–Business Horizon,2012.0,"['J Huelss', ' N Vogel', ' P Pohl', ' D Ratz', ' R Kuestermann']",,Journal of Business and Policy Research,,,2.0,2022-04-06
Dietmar Ratz,Evolution of Petrinet modeled knowledge intensive processes,2005.0,"['C Richter-von Hagen', ' D Ratz', ' R Povalej']",,Information systems technology and its applications,,,2.0,2022-04-06
Dietmar Ratz,Nonsmooth global optimization,2001.0,['D Ratz'],,Perspectives on Enclosure Methods,,,2.0,2022-04-06
Dietmar Ratz,Interval methods for global optimization using the boxing method,2001.0,"['AE Csallner', ' R Klatte', ' D Ratz', ' A Wiethoff']",,Scientific Computing,,,2.0,2022-04-06
Dietmar Ratz,Praktische Realisierung und Test eines Verifikationsverfahrens zur Loesung globaler Optimierungsprobleme mit Ungleichungsnebenbedingungen,1997.0,"['A Goos', ' D Ratz']",,Inst. für Angewandte Mathematik,,,2.0,2022-04-06
Dietmar Ratz,Improved techniques for gap-treating and box-splitting in interval Newton Gauss-Seidel steps for global optimization with validation,1996.0,['D Ratz'],,ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND MECHANIK,,,2.0,2022-04-06
Dietmar Ratz,Grundkurs Programmieren in Java: Einführung in die Programmierung kommerzieller Systeme:[basiert auf Java 5.0],2006.0,['D Ratz'],,Hanser Verlag,,,1.0,2022-04-06
Dietmar Ratz,Globale Optimierung nichtdifferenzierbarer Funktionen unter Einsatz von Intervallsteigungen,1999.0,['D Ratz'],,ZAMM‐Journal of Applied Mathematics and Mechanics/Zeitschrift für Angewandte …,,,1.0,2022-04-06
Dietmar Ratz,Ein kombiniertes Verfahren zur Einschlie ung aller L osungen eines nichtli-nearen Systems von algebraischen Gleichungen,1995.0,['I des Buchberger-Algorithmus'],,ZAMM,,,1.0,2022-04-06
Dietmar Ratz,Globale Optimierung mit Ergebnisverifikation,1995.0,['D Ratz'],,Techn. Bericht KZFA,,,1.0,2022-04-06
Dietmar Ratz,A genetic algorithm approach to self-organizing knowledge intensive processes,2005.0,"['C Richter-von Hagen', ' D Ratz', ' R Povalej']",,Proceedings of I-KNOW,,,,2022-04-06
Dietmar Ratz,Towards a Framework for Improving the Design of Programming Exercises,2005.0,"['R Küstermann', ' D Ratz', ' D Seese']",,EdMedia+ Innovate Learning,,,,2022-04-06
Dietmar Ratz,Global optimization of non-differentiated functions with the use of interval expansions,1999.0,['D Ratz'],,ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND MECHANIK,,,,2022-04-06
Dietmar Ratz,A survey of PASCAL-XSC and a language reference supplement on dynamic and flexible arrays,1998.0,"['P Januschke', ' D Ratz']",,Institut für Angewandte Mathematik,,,,2022-04-06
Dietmar Ratz,Evaluation of Polynomials,1995.0,"['U Kulisch', ' R Hammer', ' M Hocks', ' D Ratz']",,C++ Toolbox for Verified Computing I,,,,2022-04-06
Dietmar Ratz,Global Optimization,1995.0,"['U Kulisch', ' R Hammer', ' M Hocks', ' D Ratz']",,C++ Toolbox for Verified Computing I,,,,2022-04-06
Dietmar Ratz,Linear Optimization,1995.0,"['U Kulisch', ' R Hammer', ' M Hocks', ' D Ratz']",,C++ Toolbox for Verified Computing I,,,,2022-04-06
Dietmar Ratz,Evaluation of Arithmetic Expressions,1995.0,"['U Kulisch', ' R Hammer', ' M Hocks', ' D Ratz']",,C++ Toolbox for Verified Computing I,,,,2022-04-06
Dietmar Ratz,Nonlinear Systems of Equations,1995.0,"['U Kulisch', ' R Hammer', ' M Hocks', ' D Ratz']",,C++ Toolbox for Verified Computing I,,,,2022-04-06
Dietmar Ratz,Mathematical Preliminaries,1995.0,"['U Kulisch', ' R Hammer', ' M Hocks', ' D Ratz']",,C++ Toolbox for Verified Computing I,,,,2022-04-06
Dietmar Ratz,Zeros of Complex Polynomials,1995.0,"['U Kulisch', ' R Hammer', ' M Hocks', ' D Ratz']",,C++ Toolbox for Verified Computing I,,,,2022-04-06
Dietmar Ratz,The Features of C-XSC,1995.0,"['U Kulisch', ' R Hammer', ' M Hocks', ' D Ratz']",,C++ Toolbox for Verified Computing I,,,,2022-04-06
Dietmar Ratz,Linear Systems of Equations,1995.0,"['U Kulisch', ' R Hammer', ' M Hocks', ' D Ratz']",,C++ Toolbox for Verified Computing I,,,,2022-04-06
Dietmar Ratz,Automatic Differentiation,1995.0,"['U Kulisch', ' R Hammer', ' M Hocks', ' D Ratz']",,C++ Toolbox for Verified Computing I,,,,2022-04-06
Dietmar Ratz,"Automatic Differentiation for Gradients, Jacobians, and Hessians",1995.0,"['U Kulisch', ' R Hammer', ' M Hocks', ' D Ratz']",,C++ Toolbox for Verified Computing I,,,,2022-04-06
Dietmar Ratz,Nonlinear Equations in One Variable,1995.0,"['U Kulisch', ' R Hammer', ' M Hocks', ' D Ratz']",,C++ Toolbox for Verified Computing I,,,,2022-04-06
Dietmar Ratz,Recent improvements in interval methods for global optimization,1994.0,"['T Csendes', ' D Ratz']",,Univ. of Michigan,,,,2022-04-06
Dietmar Ratz,The Features of PASCAL-XSC,1993.0,"['U Kulisch', ' R Hammer', ' D Ratz', ' M Hocks']",,Numerical Toolbox for Verified Computing I,,,,2022-04-06
Dietmar Ratz,Language Reference,1992.0,"['U Kulisch', ' R Klatte', ' D Ratz', ' M Neaga', ' C Ullrich']",,PASCAL-XSC,,,,2022-04-06
Dietmar Ratz,Problem-Solving Routines,1992.0,"['U Kulisch', ' R Klatte', ' D Ratz', ' M Neaga', ' C Ullrich']",,PASCAL-XSC,,,,2022-04-06
Dietmar Ratz,The Arithmetic Modules,1992.0,"['U Kulisch', ' R Klatte', ' D Ratz', ' M Neaga', ' C Ullrich']",,PASCAL-XSC,,,,2022-04-06
Dietmar Ratz,Edited by WF Ames and C. Brezinski,1992.0,"['R Klatte', ' U Kulisch', ' M Neaga', ' D Ratz', ' C Ullrich']",,Mathematics and Computers in Simulation,,,,2022-04-06
Dietmar Ratz,Exercises with Solutions,1992.0,"['U Kulisch', ' R Klatte', ' D Ratz', ' M Neaga', ' C Ullrich']",,PASCAL-XSC,,,,2022-04-06
Dietmar Ratz,Sprachbeschreibung,1991.0,"['R Klatte', ' U Kulisch', ' M Neaga', ' D Ratz', ' C Ullrich']",,PASCAL-XSC,,,,2022-04-06
Dietmar Ratz,Problemlöseroutinen,1991.0,"['R Klatte', ' U Kulisch', ' M Neaga', ' D Ratz', ' C Ullrich']",,PASCAL-XSC,,,,2022-04-06
Dietmar Ratz,Die Arithmetikmodule,1991.0,"['R Klatte', ' U Kulisch', ' M Neaga', ' D Ratz', ' C Ullrich']",,PASCAL-XSC,,,,2022-04-06
Dietmar Ratz,Übungsaufgaben mit Lösungen,1991.0,"['R Klatte', ' U Kulisch', ' M Neaga', ' D Ratz', ' C Ullrich']",,PASCAL-XSC,,,,2022-04-06
Dietmar Ratz,Weitere Informationen oder Bestellungen unter,,"['D Ratz', ' J Scheffler', ' D Seese', ' J Wiesenberger']",,,,,,2022-04-06
Dietmar Ratz,DerWeg zum guten Programmierer…,,"['D Ratz', ' J Scheffler', ' D Seese', ' J Wiesenberger']",,,,,,2022-04-06
Dietmar Ratz,Exceptions und Errors,,"['D Ratz', ' J Scheffler', ' D Seese', ' J Wiesenberger']",,,,,,2022-04-06
Dietmar Ratz,Kapitel 10: Fortgeschrittene objektorientierte Programmierung,,"['D Ratz', ' D Schulmeister-Zimolong', ' D Seese', ' J Wiesenberger']",,,,,,2022-04-06
Dietmar Ratz,Aller Anfang ist schwer,,"['D Ratz', ' J Scheffler', ' D Seese', ' J Wiesenberger']",,,,,,2022-04-06
Dietmar Ratz,Swing-Komponenten,,"['D Ratz', ' J Scheffler', ' D Seese', ' J Wiesenberger']",,,,,,2022-04-06
Dietmar Ratz,The Effects of the Boxing Method for Interval Subdivision Algorithms3,,"['AE Csallner', ' D Ratz', ' R Klatte']",,,,,,2022-04-06
Dietmar Ratz,"Methoden, Unterprogramme",,"['D Ratz', ' J Scheffler', ' D Seese', ' J Wiesenberger']",,,,,,2022-04-06
Dietmar Ratz,Einige wichtige Hilfsklassen,,"['D Ratz', ' J Scheffler', ' D Seese', ' J Wiesenberger']",,,,,,2022-04-06
Dietmar Ratz,Kapitel 13: Swing-Komponenten,,"['D Ratz', ' J Scheffler', ' D Seese', ' J Wiesenberger']",,,,,,2022-04-06
Dietmar Ratz,Copyright & Permissions,,"['D Ratz', ' D Schulmeister-Zimolong', ' D Seese', ' J Wiesenberger']",,,,,,2022-04-06
Dietmar Ratz,Praktische Realisierung und Test eines Verifikationsverfahrens zur L osung globaler Optimierungsprobleme mit Ungleichungsnebenbedingungen,,"['A Goos', ' D Ratz']",,,,,,2022-04-06
Dietmar Ratz,Anhang A: Der Weg zum guten Programmierer…,,"['D Ratz', ' D Schulmeister-Zimolong', ' D Seese', ' J Wiesenberger']",,,,,,2022-04-06
Dietmar Ratz,Kapitel 17: Ein-und Ausgabe über I/O-Streams,,"['D Ratz', ' D Schulmeister-Zimolong', ' D Seese', ' J Wiesenberger']",,,,,,2022-04-06
Dietmar Ratz,"Wissenschaftliches Rechnen mit Ergebnisverifikation, Oktober 1988",,"['S Geörg', ' R Hammer', ' D Ratz', ' U Kulisch']",,Mathematical research,,,,2022-04-06
Dietmar Ratz,Kapitel 11: Einige wichtige Hilfsklassen,,"['D Ratz', ' D Schulmeister-Zimolong', ' D Seese', ' J Wiesenberger']",,,,,,2022-04-06
Dietmar Ratz,Neuerungen in Java 7,,"['D Ratz', ' J Scheffler', ' D Seese', ' J Wiesenberger']",,,,,,2022-04-06
Dietmar Ratz,Kapitel 14: Ereignisverarbeitung,,"['D Ratz', ' D Schulmeister-Zimolong', ' D Seese', ' J Wiesenberger']",,,,,,2022-04-06
Dietmar Ratz,Improving the E ciency of a Nonlinear-System-Solver Using a Componentwise Newton Method,,"['S Herbort', ' D Ratz']",,,,,,2022-04-06
Dietmar Ratz,ImprovedTechniquesforGap-Treatingand Box-SplittinginIntervalNewton Gauss-Seidel Steps for Global Optimization with Validation,,['D Ratz'],,,,,,2022-04-06
Dietmar Ratz,Der grundlegende Umgang mit Klassen,,"['D Ratz', ' J Scheffler', ' D Seese', ' J Wiesenberger']",,,,,,2022-04-06
Dietmar Ratz,Kapitel 21: Neuerungen in Java 7,,"['D Ratz', ' J Scheffler', ' D Seese', ' J Wiesenberger']",,,,,,2022-04-06
Dietmar Ratz,Kapitel 13: Aufbau grafischer Oberflächen in Frames–von AWT nach Swing,,"['D Ratz', ' J Scheffler', ' D Seese', ' J Wiesenberger']",,,,,,2022-04-06
Dietmar Ratz,Grundlagen der Programmierung in Java,,"['D Ratz', ' J Scheffler', ' D Seese', ' J Wiesenberger']",,,,,,2022-04-06
Dietmar Ratz,Qualitätssicherung in der Hochschullehre mit dem Inverted-Classroom-Ansatz,,"['I Fuchs', ' M Lösch', ' I Mauser', ' R Küstermann', ' D Ratz']",,Das Inverted Classroom Modell,,,,2022-04-06
Dietmar Ratz,Ergänzungen zum Buch,,"['D Ratz', ' J Scheffler', ' D Seese', ' J Wiesenberger']",,,,,,2022-04-06
Dietmar Ratz,Ein-und Ausgabe über Streams,,"['D Ratz', ' J Scheffler', ' D Seese', ' J Wiesenberger']",,,,,,2022-04-06
Dietmar Ratz,Kapitel 16: Einige Ergänzungen zu Swing-Komponenten,,"['D Ratz', ' J Scheffler', ' D Seese', ' J Wiesenberger']",,,,,,2022-04-06
Dietmar Ratz,Anhang B: Ohne Werkzeug geht es nicht,,"['D Ratz', ' D Schulmeister-Zimolong', ' D Seese', ' J Wiesenberger']",,,,,,2022-04-06
Martin Haas,"The pCL vector system: rapid production of helper-free, high-titer, recombinant retroviruses",1996.0,"['RK Naviaux', ' E Costanzi', ' M Haas', ' IM Verma']",, Journal of virology,,,836.0,2022-04-06
Martin Haas,New limits on the drift of fundamental constants from laboratory measurements,2004.0,"['M Fischer', ' N Kolachevsky', ' M Zimmermann…']",, Physical Review Letters,,,606.0,2022-04-06
Martin Haas,Frequent mutations in the p53 tumor suppressor gene in human leukemia T-cell lines,1990.0,"['J Cheng', ' M Haas']",, Molecular and cellular biology,,,358.0,2022-04-06
Martin Haas,In vitro and in vivo resistance to cisplatin in cells that have lost DNA mismatch repair,1997.0,"['D Fink', ' H Zheng', ' S Nebel', ' PS Norris', ' S Aebi', ' TP Lin…']",, Cancer research,,,360.0,2022-04-06
Martin Haas,Sclerostin and Dickkopf-1 in renal osteodystrophy,2011.0,"['D Cejka', ' J Herberth', ' AJ Branscum…']",, Clinical Journal of the …,,,269.0,2022-04-06
Martin Haas,Size and properties of the narrow-line region in Seyfert-1 galaxies from spatially-resolved optical spectroscopy,2006.0,"['N Bennert', ' B Jungwiert', ' S Komossa', ' M Haas…']",, Astronomy & …,,,216.0,2022-04-06
Martin Haas,Repression of the insulin receptor promoter by the tumor suppressor gene product p53: a possible mechanism for receptor overexpression in breast cancer,1996.0,"['NJG Webster', ' JL Resnik', ' DB Reichart', ' B Strauss…']",, Cancer research,,,197.0,2022-04-06
Martin Haas,Sclerostin serum levels correlate positively with bone mineral density and microarchitecture in haemodialysis patients,2012.0,"['D Cejka', ' A Jäger']",,Lansky,,,166.0,2022-04-06
Martin Haas,Renal elimination of sclerostin increases with declining kidney function,2014.0,"['D Cejka', ' R Marculescu', ' N Kozakowski…']",, The Journal of …,,,124.0,2022-04-06
Martin Haas,[HTML][HTML] Binaries among Herbig Ae/Be stars.,1997.0,"['C Leinert', ' A Richichi', ' M Haas']",, Astronomy and Astrophysics,,,166.0,2022-04-06
Martin Haas,[HTML][HTML] Zoledronic acid to prevent bone loss in the first 6 months after renal transplantation,2003.0,"['M Haas', ' Z Leko']",,Mohr,,,148.0,2022-04-06
Martin Haas,[HTML][HTML] EGFR kinase promotes acquisition of stem cell-like properties: a potential therapeutic target in head and neck squamous cell carcinoma stem cells,2012.0,"['EL Abhold', ' A Kiang', ' E Rahimy', ' SZ Kuo…']",, PloS one,,,96.0,2022-04-06
Martin Haas,Gain-of-function mutations of the p53 gene induce lymphohematopoietic metastatic potential and tissue invasiveness.,1994.0,"['M Hsiao', ' J Low', ' E Dorn', ' D Ku…']",, The American journal …,,,185.0,2022-04-06
Martin Haas,Bone microarchitecture in hemodialysis patients assessed by HR-pQCT,2011.0,"['D Cejka', ' JM Patsch', ' M Weber', ' D Diarra…']",, Clinical journal of the …,,,97.0,2022-04-06
Martin Haas,Independent Induction of Senescence by p16INK4 and p21C in Spontaneously Immortalized Human Fibroblasts',1998.0,"['M Vogt', ' JY Haggblom', ' T Christiansen', ' M Haas ']",,,,,177.0,2022-04-06
Martin Haas,Effects of bisphosphonates on bone loss in the first year after renal transplantation—a meta-analysis of randomized controlled trials,2006.0,"['C Mitterbauer', ' C Schwarz', ' M Haas…']",, Nephrology Dialysis …,,,59.0,2022-04-06
Martin Haas,Osteoprotegerin and parathyroid hormone as markers of high-turnover osteodystrophy and decreased bone mineralization in hemodialysis patients,2002.0,"['M Haas', ' Z Leko']",,Mohr,,,143.0,2022-04-06
Martin Haas,Treatment of hemodialysis-associated adynamic bone disease with teriparatide (PTH1–34): a pilot study,2010.0,"['D Cejka', ' K Kodras', ' T Bader', ' M Haas']",, Kidney and Blood Pressure …,,,82.0,2022-04-06
Martin Haas,"[HTML][HTML] Obscured activity: AGN, quasars, starbursts and ULIGs observed by the infrared space observatory",2005.0,"['A Verma', ' V Charmandaris', ' U Klaas', ' D Lutz…']",, Space Science …,,,63.0,2022-04-06
Martin Haas,Two-photon excitation dynamics in bound two-body Coulomb systems including ac Stark shift and ionization,2006.0,"['M Haas', ' UD Jentschura', ' CH Keitel', ' N Kolachevsky…']",, Physical Review A,,,74.0,2022-04-06
Martin Haas,Plasma immunadsorption treatment in patients with primary focal and segmental glomerulosclerosis.,1998.0,"['M Haas', ' Y Godfrin', ' R Oberbauer…']",, … official publication of …,,,107.0,2022-04-06
Martin Haas,[HTML][HTML] Energy consumption in cultivating and ploughing with traction improvement system and consideration of the rear furrow wheel-load in ploughing,2013.0,"['G Moitzi', ' M Haas', ' H Wagentristl', ' J Boxberger…']",, Soil and Tillage …,,,63.0,2022-04-06
Martin Haas,Revealing the heavily obscured active galactic nucleus population of high-redshift 3CRR sources with chandra X-Ray observations,2013.0,"['BJ Wilkes', ' J Kuraszkiewicz', ' M Haas…']",, The Astrophysical …,,,66.0,2022-04-06
Martin Haas,"[HTML][HTML] Infrared spectral energy distributions of the interacting galaxies ARP 244, NGC 6240, and ARP 220.",1997.0,"['U Klaas', ' M Haas', ' I Heinrichsen…']",, Astronomy and …,,,147.0,2022-04-06
Martin Haas,Star formation in z> 1 3CR host galaxies as seen by Herschel,2015.0,"['P Podigachoski', ' PD Barthel', ' M Haas', ' C Leipski…']",, Astronomy & …,,,57.0,2022-04-06
Martin Haas,Nonhereditary p53 mutations in T-cell acute lymphoblastic leukemia are associated with the relapse phase,1994.0,"['MH Hsiao', ' AL Yu', ' J Yeargin', ' D Ku', ' M Haas ']",,,,,112.0,2022-04-06
Martin Haas,[HTML][HTML] p53-dependent G1 arrest and p53-independent apoptosis influence the radiobiologic response of glioblastoma,1996.0,['DA Haas'],,Kogan,,,131.0,2022-04-06
Martin Haas,Young Faithful: The Eruptions of EC 53 as It Cycles through Filling and Draining the Inner Disk,2020.0,"['YH Lee', ' D Johnstone', ' JE Lee', ' G Herczeg…']",, The Astrophysical …,,,13.0,2022-04-06
Martin Haas,Time delay measurement of Mg II line in CTS C30. 10 with SALT,2019.0,"['B Czerny', ' A Olejak', ' M Rałowski…']",, The Astrophysical …,,,29.0,2022-04-06
Martin Haas,[HTML][HTML] The receptor tyrosine kinase FGFR4 negatively regulates NF-kappaB signaling,2010.0,"['KA Drafahl', ' CW McAndrew', ' AN Meyer', ' M Haas…']",, PloS one,,,62.0,2022-04-06
Martin Haas,Inner‐volume imaging in vivo using three‐dimensional parallel spatially selective excitation,2013.0,"['JT Schneider', ' R Kalayciyan', ' M Haas…']",, Magnetic resonance …,,,57.0,2022-04-06
Martin Haas,Spitzer IRS spectroscopy of 3CR radio galaxies and quasars: testing the unified schemes,2005.0,"['M Haas', ' R Siebenmorgen', ' B Schulz', ' E Krügel…']",, Astronomy & …,,,103.0,2022-04-06
Martin Haas,The spiral galaxy M 33 mapped in the FIR by ISOPHOT-A spatially resolved study of the warm and cold dust,2003.0,"['H Hippelein', ' M Haas', ' RJ Tuffs', ' D Lemke…']",, Astronomy & …,,,112.0,2022-04-06
Martin Haas,Time-delay Measurement of Mg ii Broad-line Response for the Highly Accreting Quasar HE 0413-4031: Implications for the Mg ii–based Radius–Luminosity Relation,2020.0,"['M Zajaček', ' B Czerny…']",, The Astrophysical …,,,13.0,2022-04-06
Martin Haas,Complete renal tubular acidosis late after kidney transplantation,2006.0,"['C Schwarz', ' T Benesch', ' K Kodras…']",, Nephrology Dialysis …,,,60.0,2022-04-06
Martin Haas,[HTML][HTML] Nicotine promotes acquisition of stem cell and epithelial-to-mesenchymal properties in head and neck squamous cell carcinoma,2012.0,"['MA Yu', ' A Kiang', ' J Wang']",,Rodriguez,,,48.0,2022-04-06
Martin Haas,Changes of coronary calcification after kidney transplantation,2006.0,"['E Oschatz', ' T Benesch', ' K Kodras', ' U Hoffmann…']",, American journal of …,,,70.0,2022-04-06
Martin Haas,[HTML][HTML] HSP27 and HSP70 serum and urine levels in patients suffering from chronic kidney disease,2012.0,['D Lebherz'],,Eichinger,,,52.0,2022-04-06
Martin Haas,High-performance supersonic missile inlet design using automated optimization,1997.0,"['GC Zha', ' D Smith', ' M Schwabacher', ' K Rasheed…']",, Journal of Aircraft,,,81.0,2022-04-06
Martin Haas,Cell cycle synchrony unmasks the influence of p53 function on radiosensitivity of human glioblastoma cells,1996.0,"['GL Yount', ' DA Haas']",,Kogan,,,133.0,2022-04-06
Martin Haas,Time Delay of Mg ii Emission Response for the Luminous Quasar HE 0435-4312: toward Application of the High-accretor Radius–Luminosity Relation in Cosmology,2021.0,"['M Zajaček', ' B Czerny…']",, The Astrophysical …,,,10.0,2022-04-06
Martin Haas,Enrichment for DNA mismatch repair‐deficient cells during treatment with cisplatin,1998.0,"['D Fink', ' S Nebel', ' PS Norris', ' RN Baergen…']",, … journal of cancer,,,100.0,2022-04-06
Martin Haas,Cinacalcet decreases bone formation rate in hypercalcemic hyperparathyroidism after kidney transplantation,2010.0,"['KA Borchhardt', ' D Diarra', ' I Sulzbacher…']",, American journal of …,,,52.0,2022-04-06
Martin Haas,On the far-infrared emission of quasars,1998.0,"['M Haas', ' R Chini', ' K Meisenheimer…']",, The Astrophysical …,,,105.0,2022-04-06
Martin Haas,[HTML][HTML] Dust in PG quasars as seen by ISO,2000.0,"['M Haas', ' SAH Müller', ' R Chini…']",, Astronomy and …,,,115.0,2022-04-06
Martin Haas,"Functional analysis of phosphorylation sites in human lamin A controlling lamin disassembly, nuclear transport and assembly.",1993.0,"['M Haas', ' E Jost']",, European journal of cell biology,,,75.0,2022-04-06
Martin Haas,[HTML][HTML] Urine osmolarity and risk of dialysis initiation in a chronic kidney disease cohort–a possible titration target?,2014.0,"['M Plischke', ' M Kohl', ' L Bankir', ' S Shayganfar…']",, PloS one,,,36.0,2022-04-06
Martin Haas,[HTML][HTML] Inverse association between bone microarchitecture assessed by HR-pQCT and coronary artery calcification in patients with end-stage renal disease,2014.0,"['D Cejka', ' M Weber', ' D Diarra', ' T Reiter', ' F Kainberger…']",, Bone,,,36.0,2022-04-06
Martin Haas,[HTML][HTML] Direct cerebral and cardiac 17O-MRI at 3 Tesla: initial results at natural abundance,2014.0,"['R Borowiak', ' J Groebner', ' M Haas', ' J Hennig…']",, … Resonance Materials in …,,,37.0,2022-04-06
Martin Haas,Peri‐operative immunoadsorption in sensitized renal transplant recipients,2002.0,"['M Haas', ' GA Böhmig', ' Z Leko‐Mohr…']",, Nephrology Dialysis …,,,71.0,2022-04-06
Martin Haas,Photometric reverberation mapping of 3C 120,2012.0,"['FP Nuñez', ' M Ramolla', ' C Westhues…']",, Astronomy & …,,,44.0,2022-04-06
Martin Haas,Near-and mid-infrared photometry of high-redshift 3CR sources,2008.0,"['M Haas', ' SP Willner', ' F Heymann…']",, The Astrophysical …,,,53.0,2022-04-06
Martin Haas,[HTML][HTML] p53 function influences the effect of fractionated radiotherapy on glioblastoma tumors,1999.0,['DA Haas'],,Kogan,,,91.0,2022-04-06
Martin Haas,[HTML][HTML] Elevated levels of wild-type p53 induced by radiolabeling of cells leads to apoptosis or sustained growth arrest,1995.0,"['J Yeargin', ' M Haas']",, Current Biology,,,89.0,2022-04-06
Martin Haas,Suppression of acute lymphoblastic leukemia by the human wild-type p53 gene,1992.0,"['J Cheng', ' JK Yee', ' J Yeargin', ' T Friedmann', ' M Haas']",, Cancer Research,,,124.0,2022-04-06
Martin Haas,[HTML][HTML] Early human prostate adenocarcinomas harbor androgen-independent cancer cells,2013.0,"['RR Fiñones', ' J Yeargin', ' M Lee', ' AP Kaur', ' C Cheng…']",, PloS one,,,32.0,2022-04-06
Martin Haas,[HTML][HTML] Characterization of FGFR signaling in prostate cancer stem cells and inhibition via TKI treatment,2021.0,"['J Ko', ' AN Meyer', ' M Haas', ' DJ Donoghue']",, Oncotarget,,,4.0,2022-04-06
Martin Haas,Comparison of classical and second quantized description of the dynamic Stark shift,2006.0,"['M Haas', ' UD Jentschura', ' CH Keitel']",, American journal of physics,,,51.0,2022-04-06
Martin Haas,Reduction in mean glomerular pore size coincides with the development of large shunt pores in patients with diabetic nephropathy,2001.0,"['R Oberbauer', ' V Nenov', ' C Weidekamm…']",, Nephron Experimental …,,,44.0,2022-04-06
Martin Haas,Influence of Intratumor microbiome on clinical outcome and immune processes in prostate cancer,2020.0,"['J Ma', ' A Gnanasekar', ' A Lee', ' WT Li', ' M Haas…']",, Cancers,,,6.0,2022-04-06
Martin Haas,[HTML][HTML] Increased total cytokeratin-18 serum and urine levels in chronic kidney disease,2011.0,"['GA Roth', ' D Lebherz']",,Eichinger,,,36.0,2022-04-06
Martin Haas,Single cell monitoring of growth arrest and morphological changes induced by transfer of wild-type p53 alleles to glioblastoma cells,1995.0,"['EG Van Meir', ' K Roemer', ' AC Diserens…']",, Proceedings of the …,,,89.0,2022-04-06
Martin Haas,Cinacalcet increases calcium excretion in hypercalcemic hyperparathyroidism after kidney transplantation,2008.0,"['KA Borchhardt', ' H Heinzl', ' E Mayerwöger', ' WH Hörl…']",, …,,,46.0,2022-04-06
Martin Haas,Tracing the sites of obscured star formation in the Antennae galaxies with Herschel-PACS,2010.0,"['U Klaas', ' M Nielbock', ' M Haas', ' O Krause…']",, Astronomy & …,,,41.0,2022-04-06
Martin Haas,The New EXor Outburst of ESO-Hα 99 Observed by Gaia ATLAS and TESS,2019.0,"['KW Hodapp', ' B Reipurth', ' B Pettersson…']",, The Astronomical …,,,12.0,2022-04-06
Martin Haas,"The HLA-B27 transgenic rat, a model of spondyloarthritis, has decreased bone mineral density and increased RANKL to osteoprotegerin mRNA ratio",2009.0,"['M Rauner', ' D Stupphann', ' M Haas', ' I Fert…']",, The Journal of …,,,38.0,2022-04-06
Martin Haas,[HTML][HTML] The effect of oral anticoagulation on clotting during hemodialysis,2005.0,"['F Ziai', ' T Benesch', ' K Kodras', ' I Neumann…']",, Kidney international,,,41.0,2022-04-06
Martin Haas,[HTML][HTML] Nonsustained effect of short-term bisphosphonate therapy on bone turnover three years after renal transplantation,2004.0,"['C Schwarz', ' C Mitterbauer', ' G Heinze', ' W Woloszczuk…']",, Kidney international,,,51.0,2022-04-06
