AUTHOR_NAME,PUB_TITLE,PUB_YEAR,PUB_AUTHORS,PUB_PUBLISHER,PUB_CITATIONS,UPDATED
Tim Jansen,[HTML][HTML] When rheumatology meets hepatology: are anti-TNFs safe in hepatitis B virus carriers?,2010,['TL Jansen'], Arthritis research & therapy,13.0,2022-03-04
Tim Jansen,[HTML][HTML] Kinetic modeling of deep vacuum residue hydroconversion in a pilot scale continuous slurry reactor with recycle,2020,"['B Browning', ' F Couenne', ' T Jansen', ' M Lacroix…']", Chemical Engineering …,1.0,2022-03-04
Tim Jansen,A historical journey of searching for uricosuric drugs,2021,"['TLTA Jansen', ' G Tanja', ' J Matthijs']", Clinical rheumatology,,2022-03-04
Tim Jansen,Hemodynamic effects of atrial natriuretic factor in young and elderly subjects,1990,"['TLTA Jansen', ' AC Tan', ' P Smits', ' T de Boo…']", Clinical …,22.0,2022-03-04
Tim Jansen,New gout test: enhanced ex vivo cytokine production from PBMCS in common gout patients and a gout patient with Kearns-Sayre syndrome,2014,"['TL Jansen', ' D Berendsen', ' TO Crisan…']", Clinical …,11.0,2022-03-04
Tim Jansen,Performance of the 2015 ACR-EULAR classification criteria for gout in a primary care population presenting with monoarthritis,2017,"['HJEM Janssens', ' J Fransen', ' M Janssen', ' T Neogi…']", …,7.0,2022-03-04
Tim Jansen,Erosive Hand OsteoArthritis (EHOA): analysis of consecutive patients presenting with EHOA in a hospital-based rheumatology practice and its implications for an …,2022,"['T Giesen', ' S Sanduleanu', ' TLTA Jansen']", Clinical Rheumatology,,2022-03-04
Tim Jansen,Therapeutic consequences of crystals in the synovial fluid: a review for clinicians,2011,"['TL Jansen', ' JJ Rasker']",,10.0,2022-03-04
Tim Jansen,[HTML][HTML] Predictors of biologic-free disease control in patients with rheumatoid arthritis after stopping tumor necrosis factor inhibitor treatment,2019,"['M Ghiti Moghadam', ' FBG Lamers']",,3.0,2022-03-04
Tim Jansen,Optimizing the expediency of TNFi in rheumatoid arthritis: offering a TNFi holiday in patients having reached low-disease activity in the maintenance phase,2014,"['ILA van Ingen', ' F Lamers']",,8.0,2022-03-04
Tim Jansen,[HTML][HTML] Reassessing the safety profile of lesinurad in combination with xanthine oxidase inhibitor therapy,2019,['F Perez'],Ruiz,4.0,2022-03-04
Tim Jansen,[HTML][HTML] Veno-arterial thrombosis and microcirculation imaging in a patient with COVID-19,2021,"['S Akin', ' D van Hooven', ' C Ince', ' T Jansen']", Respiratory Medicine Case …,1.0,2022-03-04
Tim Jansen,"Discrepancies in how the impact of gout is assessed in outcomes research compared to how health professionals view the impact of gout, using the lens of the …",2016,"['EM Kool', ' MJ Nijsten', ' AE van Ede', ' TL Jansen…']", Clinical …,6.0,2022-03-04
Tim Jansen,Lessons and pitfalls from the 2020 Gout Clinical Practice Guideline presented in Atlanta at the ACR 2019,2020,"['TL Jansen', ' M Janssen']", Clinical Rheumatology,1.0,2022-03-04
Tim Jansen,Rheumatology meets hepatology in 2012: a clinician's guideline for TNF inhibitors in hepatitis B/C virus carriers,2012,"['TL Jansen', ' CJJ Mulder']", Expert Opinion on Biological Therapy,8.0,2022-03-04
Tim Jansen,Practice guideline'Diagnosis and treatment of rheumatoid arthritis',2009,"['LG Schipper', ' M Hoekstra', ' VV TP…']", Nederlands tijdschrift …,8.0,2022-03-04
Tim Jansen,[HTML][HTML] Hughes-Stovin syndrome (HSS): current status and future perspectives,2021,"['S Sanduleanu', ' TLTA Jansen']", Clinical rheumatology,1.0,2022-03-04
Tim Jansen,Rational pharmacotherapy (RPT) in goutology: Define the serum uric acid target & treat-to-target patient cohort and review on urate lowering therapy (ULT) applying …,2015,['TL Jansen'], Joint Bone Spine,6.0,2022-03-04
Tim Jansen,Gicht–aktuelle Aspekte in Diagnostik und Therapie,2009,"['AK Tausche', ' TL Jansen', ' HE Schröder…']", Dtsch Arztebl …,20.0,2022-03-04
Tim Jansen,FRI0443 IMPACT OF APREMILAST ON PSAID CORE COMPONENTS IN PATIENTS WITH A LIMITED NUMBER OF ACTIVE JOINTS: RESULTS FROM THE REAL …,2019,"['T Jansen', ' EJ Kroot', ' A van Vliet', ' J Pander', ' M Vis ']",,3.0,2022-03-04
Tim Jansen,Space adaptive finite element methods for dynamic signorini problems in the simulation of the NC-shape grinding process,2008,"['D Biermann', ' H Blum', ' T Jansen…']", … of the CIRP …,8.0,2022-03-04
Tim Jansen,Parenteral gold preparations. Efficacy and safety of therapy after switching from aurothioglucose to aurothiomalate.,2005,"['EN Van Roon', ' MAFJ Van De Laar', ' M Janssen…']", The Journal of …,6.0,2022-03-04
Tim Jansen,Adalimumab drug and antidrug antibody levels do not predict flare risk after stopping adalimumab in RA patients with low disease activity,2019,['FBG Lamers'],Karnebeek,3.0,2022-03-04
Tim Jansen,A medical mystery—arthritis,2006,"['TL Jansen', ' A Spoorenberg']", New England Journal of Medicine,7.0,2022-03-04
Tim Jansen,Medical mystery: arthritis—the answer,2006,"['TL Jansen', ' A Spoorenberg']", New England Journal of Medicine,6.0,2022-03-04
Tim Jansen,A critical note on treatment of a severe diltiazem intoxication: high‐dose calcium and glucagon infusions,2017,"['M Van Veggel', ' G Van der Veen…']", Basic & Clinical …,4.0,2022-03-04
Tim Jansen,OP0157 HPR EUROPEAN PATIENT VOICE IN GOUT SURVEY–SUBJECTIVE SATISFACTION IN GOUT PATIENTS VERSUS OBJECTIVE SUBOPTIMAL GOUT …,2019,"['M De Meulemeester', ' T Jansen', ' G Petersen… ']",,3.0,2022-03-04
Tim Jansen,Treat to target in gout by combining two modes of action,2014,['TL Jansen'], Rheumatology,4.0,2022-03-04
Tim Jansen,Atrial natriuretic factor potentiates the human forearm vasoconstrictor response to sympathetic stimulation,1994,"['TLTA Jansen', ' DP Smits', ' JWM Lenders…']", Clinical …,5.0,2022-03-04
Tim Jansen,"Effectiveness of Switch to a Second Anti-TNF-α in Primary Nonresponders, Secondary Nonresponders and Failure Due to Adverse Events",2007,"['M Blom', ' W Kievit', ' J Fransen', ' IH Kuper…']", ACR/ARHP Annual …,4.0,2022-03-04
Tim Jansen,Functionally active NKG2A-expressing natural killer cells are elevated in rheumatoid arthritis patients compared to psoriatic arthritis patients and healthy donors,2015,"['ST Van Bijnen', ' M Cossu', ' MW Roeven…']", Clin. Exp …,3.0,2022-03-04
Tim Jansen,THU0464 A genome-wide association study of gout in people of european ancestry,2017,"['TR Merriman', ' M Cadzow', ' M Merriman', ' A Phipps']",,3.0,2022-03-04
Tim Jansen,[HTML][HTML] Rheumatology meets radiology in the hot soup of Gutta,2012,['TL Jansen'], Arthritis Research & Therapy,3.0,2022-03-04
Tim Jansen,What Should Be the Cut Point for Classification Criteria of Studies in Gout? A Conjoint Analysis,2016,"['…', ' T Neogi', ' R Schumacher', ' TIM Jansen…']", Arthritis Care & …,3.0,2022-03-04
Tim Jansen,Angepasste Simulationstechnik zur Analyse NC-gesteuerter Formschleifprozesse,2006,"['K Weinert', ' H Blum', ' T Jansen', ' T Mohn…']", Zeitschrift für …,9.0,2022-03-04
Tim Jansen,"Is radiographic progression a downside of stopping TNF-inhibitor in RA patients with low disease activity, if this is followed by flare? A sub-study of the POET-US trial",2020,['FBG Lamers'],Karnebeek,,2022-03-04
Tim Jansen,[HTML][HTML] AB0784 COMPARABLE IMPACT AND BURDEN OF DISEASE OF PSORIATIC ARTHRITIS PATIENTS WITH LIMITED JOINT INVOLVEMENT VS. THOSE …,2020,"['T Jansen', ' A Van Vliet', ' M Vis ']",,,2022-03-04
Tim Jansen,Emerging and New Treatment Options for Knee Osteoarthritis.,2021,"['MAB Siddiq', ' D Clegg', ' TL Jansen…']", Current rheumatology …,,2022-03-04
Tim Jansen,Measuring disease exacerbation and flares in rheumatoid arthritis: comparison of commonly used disease activity indices and individual measures,2017,"['MAHO Voshaar', ' MG Moghadam…']", The Journal of …,1.0,2022-03-04
Tim Jansen,Gout: cartoonized and bagatellized and still left untreated. Time to change,2015,['TL Jansen'], Clinical rheumatology,1.0,2022-03-04
Tim Jansen,Pleiotropic effect of ABCG2 in gout: involvement in serum urate levels and progression from hyperuricemia to gout,2020,"['R Wrigley', ' AJ Phipps']",Green,,2022-03-04
Tim Jansen,Borrelial fasciitis: as yet insufficient proof for a distinct entity,2009,"['PM Houtman', ' TL Jansen', ' J Weel', ' JKA Grond']", Rheumatology …,1.0,2022-03-04
Tim Jansen,Lactate Monitoring in Critically Ill Patients,2010,['T Jansen '],,1.0,2022-03-04
Tim Jansen,Comparison of cyclic guanosine monophosphate response to infusion of atrial natriuretic peptide in young and elderly subjects,1993,"['AC Tan', ' TLTA Jansen', ' T Thien…']", Journal of the …,1.0,2022-03-04
Tim Jansen,Gout: an overview of diagnostics and treatment,2022,"['IR Peeters', ' OV AMH', ' A Moses…']", Nederlands Tijdschrift …,,2022-03-04
Tim Jansen,One Hand does not Applaud-A research on partnerships to achieve goals between Syrian and Dutch organizations in The Netherlands,2020,['T Jansen '],,,2022-03-04
Tim Jansen,Mode coupling in nanomechanical string resonators: Towards Fermi-Pasta-Ulam-Tsingou mechanics,2021,['T Jansen '],,,2022-03-04
Tim Jansen,Clinical image,2020,['TL Jansen'], Clinical Rheumatology,,2022-03-04
Tim Jansen,A Lagrangian 3D dispersal model for plastic debris in the Eastern North Pacific,,"['TD Jansen', ' ICV Verhoosel', ' IL Lebreton', ' IB Sainte']",,,2022-03-04
Tim Jansen,Copy number variation of tubulin polymerization-promoting protein is associated with gout risk in Polynesian people,,"['MCP Cleophas', ' J Boocock', ' TO Crişan…']",,,2022-03-04
Tim Jansen,"Johanna P. Cremers, Marjolein Drent, Aalt Bast b, Hidenobu Shigemitsu c, d, Robert P. Baughman e, Dominique Valeyre f, g",2013,"['NJ Sweiss', ' TL Jansen']", Curr Opin Pulm Med,,2022-03-04
Tim Jansen,“Authors” of Dismemberment,2010,"['CW Moeliker', ' EJO Kompanje…']", The American Journal of …,,2022-03-04
Tim Jansen,Clinical presentation of gout,2016,['TL Jansen'], Oxford Textbook of Osteoarthritis and Crystal …,,2022-03-04
Tim Jansen,Epicardial Amiodarone-Releasing Hydrogel Reduces Inducibility of Atrial Fibrillation in Goats,2008,"['RW Bolderman', ' RJ Hermans', ' LM Rademakers… ']",,,2022-03-04
Tim Jansen,Does Lactate-guided Therapy Really Improve Outcome?/From the Authors,2011,"['MD Joke de Ruiter', ' JG Zijlstra…']", American Journal of …,,2022-03-04
Tim Jansen,"Amiodarone, in Contrast to Sotalol, Equally Decreases Epicardial and Endocardial Atrial Fibrillation Inducibility, Despite a Steep Transmural Concentration Gradient",2007,"['RW Bolderman', ' RJ Hermans', ' LM Rademakers… ']",,,2022-03-04
Tim Jansen,Epidemiology of gout 383,2016,"['S Hider', ' E Roddy', ' N Dalbeth…']", Oxford Textbook of …,,2022-03-04
Tim Jansen,"Eveline M. Kool, Marieke J. Nijsten",,"['AE van Ede', ' TL Jansen ']",,,2022-03-04
Tim Jansen,Borrelial fasciitis: as yet insuYcient proof for a distinct entity,2009,"['PM Houtman', ' TL Jansen', ' J Weel', ' JKA Grond ']",,,2022-03-04
Tim Jansen,Valuable verities on vitamin D,2016,"['TL Jansen', ' JJ Rasker']", International journal of rheumatic diseases,,2022-03-04
Tim Jansen,Elevated frequency of functionally active NKG2A-expressing NK cells in patients with rheumatoid arthritis but not psoriatic arthritis,2015,"['STA van Bijnen', ' M Cossu', ' MWH Roeven…']", PDF hosted at the …,,2022-03-04
Tim Jansen,Randomized trial of stopping TNF-inhibitors in rheumatoid arthrisis: patients with stable low disease activity in the Netherlands,2014,"['HE Vonkeman', ' MG Moghadam…']", Arthritis & …,,2022-03-04
Tim Jansen,195 Impaired vasodilator response to atrial natriuretic factor in insulin-dependent (type 1) diabetes mellitus,1993,"['P Smits', ' F Hersbach', ' T Jansen', ' J Lutterman…']", Journal of …,,2022-03-04
Tim Jansen,The crystal ball in end-of-life care,2008,"['E Kompanje', ' T Jansen', ' J Bakker…']", Critical care medicine,,2022-03-04
Tim Jansen,Bohrungsbearbeitung hochharter faser,2005,['T Jansen'], Spanende Fertigung: Prozesse,,2022-03-04
Tim Jansen,Spanende Bearbeitung kohlenstofffaserverstärkter SiC-Keramik,2008,"['D Biermann', ' T Jansen', ' M Feldhoff']", Zeitschrift für wirtschaftlichen …,1.0,2022-03-04
Tim Jansen,"Matthijs Janssen, Marc R. Kok, Bea Radovits, Caroline van Durme, Hetty Baan, Mart AFJ van de Laar",,"['CA Janssen', ' MAHO Voshaar', ' HE Vonkeman…']",,,2022-03-04
Tim Jansen,Pharmacothérapie rationnelle (PTR) de la goutte: utiliser la méthode du «Treat-to-Target» et bien définir l'uricémie finale visée,2015,['TL Jansen'], Revue du Rhumatisme,,2022-03-04
Tim Jansen,"Slapende handen en voeten, malaise, gewichtsverlies",2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,"Bewegingsbeperking aan de ellebogen, polsen, vingers, enkels en knieën door contractuurvorming",2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Hydroconversion des résidus pétroliers par des catalyseurs dispersés,2014,['T Jansen '],,,2022-03-04
Tim Jansen,Reumatoïde artritis en perifeer oedeem,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,"Rugklachten, huidafwijkingen en koorts",2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Acute nekpijn en dysfagie bij een violiste,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Verstrakking van armen en benen,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Een dikke schouder,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Slappe benen en een dikke wang,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Knobbels aan de hiel,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Een dik sternoclaviculair gewricht,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Koorts en gewrichtspijn,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Interaktion in virtuellen Welten,2009,"['T Jansen', ' R Kuck ']",,,2022-03-04
Tim Jansen,"Pijn, doof gevoel en zwelling van de vingers",2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Gewrichtsklachten aan pols en enkel,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Malaise en pijn,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Pijn aan pols en hand,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Een overerfbaar koortssyndroom?,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Bipiramidaal syndroom,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Een therapie-refractaire enkelartritis,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Dikke knieën,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,"Huidafwijkingen, artritis en nierfunctiestoornissen",2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Stijfheid,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Chronische pijn in de polsen,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Een strakke bobbelige huid,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Pijn aan de polsen,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Pijn in knie en thorax,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Uveïtis bij rug-en knieklachten,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Spier-en gewrichtspijn,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Pijn in de knokkels,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,"Slecht zien, slecht horen, en een zadelneus",2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Hoe kan de cultuur geoptimaliseerd worden om de slagingskans van HNW te verhogen.,2013,"['L Aalbers', ' T Jansen ']",,,2022-03-04
Tim Jansen,Kortademigheid,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Een pijnlijke pols,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Onbegrepen artritis en osteolyse,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Progressieve dyspnoe,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Atypische artritis en knobbeltjes,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Chronische urticaria en koorts,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Huidsclerose,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Tim Jansen,Pijn en stijfheid in handen en voeten,2012,['T Jansen'], Reumatologie in beeld,,2022-03-04
Oliver Keßling,AKF–Neues industrielles additives Verfahren,2014,['O Keßling'],,6,2022-03-04
Benedikt Michel,"Low-temperature direct bonding of borosilicate, fused silica, and functional coatings",2010,"['M Eichler', ' B Michel', ' P Hennecke', ' M Gabriel…']", ECS …,12,2022-03-04
Benedikt Michel,Density and Aging Behavior of Primary Amino Groups on Afterglow Plasma‐Treated Low‐Density Polyethylene (LDPE),2009,"['K Lachmann', ' B Michel…']", Plasma Processes and …,10,2022-03-04
Benedikt Michel,Kinetics of silanol condensation for low-temperature direct bonding,2008,"['M Eichler', ' B Michel', ' M Thomas', ' CP Klages']", ECS Transactions,3,2022-03-04
Benedikt Michel,Or0504–Investigations on the Effect of Dielectric Barrier Discharge (DBD) Treatment as a Preconditioning Method for Low Temperature Silicon Wafer Bonding,2009,"['B Michel', ' M Eichler', ' CP Klages']", Plasma Processes and …,2,2022-03-04
Benedikt Michel,Einsatz von Mikroplasmen für die Herstellung von Silizium‐Mehrlagenaufbauten,2009,"['M Eichler', ' B Michel', ' M Gabriel…']", Vakuum in Forschung …,1,2022-03-04
Martin Plümicke,Typeless Programming in Java 5.0 with wildcards,2007,['M Plümicke'], Proceedings of the international symposium on …,28.0,2022-03-04
Martin Plümicke,Java Type Unification with Wildcards,2007,['M Plümicke'], Applications of Declarative Programming and …,24.0,2022-03-04
Martin Plümicke,More Type Inference in Java 8,2014,['M Plümicke'], International Andrei Ershov Memorial Conference on …,13.0,2022-03-04
Martin Plümicke,Well-typings for Javaλ,2011,['M Plümicke'], Proceedings of the International Conference on …,13.0,2022-03-04
Martin Plümicke,Typeless programming in Java 5.0,2006,"['M Plümicke', ' J Bäuerle']", Proceedings of the international symposium …,11.0,2022-03-04
Martin Plümicke,Introducing Scala-like function types into Java-TX,2017,"['M Plümicke', ' A Stadelmeier']", … of the International Conference on …,5.0,2022-03-04
Martin Plümicke,Intersection types in java,2008,['M Plümicke'], Proceedings of the international symposium on …,5.0,2022-03-04
Martin Plümicke,Type unification in Generic–Java,2004,['M Plümicke'], Proceedings of International Workshop on …,6.0,2022-03-04
Martin Plümicke,Functional Interfaces vs. Function Types in Java with Lambdas.,2014,['M Plümicke'], Software Engineering (Workshops),4.0,2022-03-04
Martin Plümicke,OBJ-P: the polymorphic extension of OBJ-3.,1999,['M Plümicke '],,5.0,2022-03-04
Martin Plümicke,Adding overloading to Java type inference.,2015,"['A Stadelmeier', ' M Plümicke']", Software Engineering (Workshops),2.0,2022-03-04
Martin Plümicke,Integrated campus portal,2014,['M Plümicke'], Novel Methods and Technologies for Enterprise …,2.0,2022-03-04
Martin Plümicke,ARIS meets RUP: The ARIS Unified Information System Development Process.,2004,['M Plümicke'], EPK,2.0,2022-03-04
Martin Plümicke,Concepts for Overloading and Subtyping in an Algebraic Specification Language,1995,"['M Plümicke', ' M Plumicke', ' H Klaeren ']",,2.0,2022-03-04
Martin Plümicke,Erweiterung und Neuimplementierung der Java Typunifikation,2018,"['F Steurer', ' M Plümicke']", Proceedings of the Annual Meeting of the …,3.0,2022-03-04
Martin Plümicke,Java Type System–Proposals for Java 10 or 11,2015,['M Plümicke'], Tagungsband des,1.0,2022-03-04
Martin Plümicke,Functional implementation of well-typings in Javaλ,2012,['M Plümicke'], DRAFT PROCEEDINGS OF THE SYMPOSIUM …,1.0,2022-03-04
Martin Plümicke,Generic instances in java byte code,2014,['M Plümicke'], Programmiersprachen und Rechenkonzepte,1.0,2022-03-04
Martin Plümicke,Formalization of the Javaλ type system,2010,['M Plümicke'],,1.0,2022-03-04
Martin Plümicke,Polymorphism in OBJ-P,1999,['M Plümicke'], International Andrei Ershov Memorial Conference on …,1.0,2022-03-04
Martin Plümicke,Generalizing Java Type Unification,2021,"['A Stadelmeier', ' M Plümicke']", Tagungsband zum Kolloquium …,,2022-03-04
Martin Plümicke,Polymorphically order-sorted types in OBJ-3,1997,"['M Plümicke', ' M Plumicke', ' C Schmitz ']",,,2022-03-04
Martin Plümicke,Untyped methods in Generic Java,2004,['M Plümicke '],,,2022-03-04
Martin Plümicke,Type unification for structural types in Java,2016,['M Plümicke'],,,2022-03-04
Martin Plümicke,Implementation of well-typings in Javaλ,2011,['M Plümicke'], … und Grundlagen der Programmierung,,2022-03-04
Martin Plümicke,Subtyping in Java 5.0.,2008,['M Plümicke'], ITCS,,2022-03-04
Martin Plümicke,Type inference for functional interfaces in Java 8,2013,['M Plümicke '],,,2022-03-04
Martin Plümicke,Typ–Inferenz in Java 5.0,2006,['M Plümicke'],,,2022-03-04
Martin Plümicke,Parametric polymorphism in OBJ-3,1997,['M Plümicke '],,,2022-03-04
Martin Plümicke,Resolving of Intersection Types in Java,2008,['M Plümicke'],,,2022-03-04
Martin Plümicke,Type–Inference in Java,2013,"['M Plümicke', ' T Holzherr', ' A Lüdtke ']",,,2022-03-04
Martin Plümicke,Closures in Java–Brian's approach vs. Martin's approach,2012,['M Plümicke '],,,2022-03-04
Martin Plümicke,Well-typings for Javaλ–The algorithm–,,['M Plümicke '],,,2022-03-04
Martin Plümicke,Subtyping and Overloading in a Functional Programming Language,1994,"['M Plümicke', ' H Klaeren ']",,,2022-03-04
Martin Plümicke,Brian's approach vs. Martin's approach Functional Interfaces vs. function types in Java 8,2012,['M Plümicke '],,,2022-03-04
Martin Plümicke,Introducing Scala-like functional interfaces into Java,2015,['M Plümicke '],,,2022-03-04
Martin Plümicke,Object–Oriented Tokens for the Parser Generator jay,,"['H Haas', ' M Plümicke ']",,,2022-03-04
Martin Plümicke,Structural type inference in Java-like languages–Extended abstract–,2016,['M Plümicke '],,,2022-03-04
Martin Plümicke,Implementierung eines Typinferenzalgorithmus für Java 5.0,,"['A Lüdtke', ' M Plümicke']",,1.0,2022-03-04
Martin Plümicke,Heterogene Übersetzung von echten Funktionstypen in Java-TX,2021,"['E Zink', ' DH Baden']",,,2022-03-04
Martin Plümicke,Implementierung eines Typinferenzalgorithmus für Java 8,2013,"['A Stadelmeier', ' M Plümicke ']",,,2022-03-04
Martin Plümicke,Infrastruktur und Betriebssysteme III,2004,['M Plümicke '],,,2022-03-04
Martin Plümicke,"[BOOK][B] Henriette, oder der Husarenraub: Ein Schauspiel, in fünf Akten",1780,['CM Plümicke '],,,2022-03-04
Martin Plümicke,[BOOK][B] Lanassa: Trauerspiel in funf Akten,1789,['CM Plümicke '],,,2022-03-04
Martin Plümicke,[BOOK][B] Der Freiheitsspiegel. Ein dramatisches Gemählde aus der neueren Zeitgeschichte in fünf Akten: Von CM Plümicke,1803,['CM Plümicke '],,,2022-03-04
Martin Plümicke,[BOOK][B] Miß Jenny Warton oder Gerechtigkeit und Grosmuth: ein Lustspiel in 3 Aufz.(etc.),1775,['CM Plümicke '],,,2022-03-04
Martin Plümicke,[BOOK][B] Der Volontair. Lustspiel in 1 Aufz.,1775,['CM Plümicke '],,,2022-03-04
Florian Schleidgen,Entwicklung eines Algorithmus zur automatischen Kontrolle von Konstruktionen,2013,['F Schleidgen '],,,2022-03-04
Michael Schuhen,Construct validity of financial literacy,2014,"['M Schuhen', ' S Schürkmann']",International Review of Economics Education,49,2022-03-04
Michael Schuhen,How children make purchase decisions: behaviour of the cued processors,2016,"['G Mau', ' M Schuhen', ' S Steinmann', ' H Schramm-Klein']",Young Consumers,32,2022-03-04
Michael Schuhen,Kompetenzmessung im Bereich financial literacy,2013,"['S Schürkmann', ' M Schuhen']",Zeitschrift für ökonomische Bildung Heft Nr,21,2022-03-04
Michael Schuhen,"Marktwirtschaft"" unterrichten–aber wie?""",2011,"['M Schuhen', ' M Weyland']",GWP–Gesellschaft. Wirtschaft. Politik,17,2022-03-04
Michael Schuhen,Financial literacy von angehenden Lehrerinnen und Lehrern,2011,"['K Macha', ' M Schuhen']",Finanzielle Bildung in der Schule. In: Schwalbach/Ts.,16,2022-03-04
Michael Schuhen,Die Soziale Marktwirtschaft aus dem Blickwinkel von Schulbüchern in Nordrhein-Westfalen,2012,"['M Hofmann', ' M Schuhen', ' S Schürkmann']",Ökonomische Bildung und Wirtschaftsordnung,12,2022-03-04
Michael Schuhen,Informelles Lernen und Ökonomische Bildung,2011,"['K Macha', ' M Neubauer', ' M Rehm', ' M Schuhen']",,12,2022-03-04
Michael Schuhen,Informelles Lernen und politische Bildung,2016,['B Overwien'],Handbuch Informelles Lernen,11,2022-03-04
Michael Schuhen,The acceptance of the social market economy in Germany,2017,"['HJ Schlösser', ' M Schuhen', ' S Schürkmann']",Citizenship,10,2022-03-04
Michael Schuhen,On the effectiveness of economic experiments as a method of teaching undergraduates,2012,"['I Ebbers', ' K Macha', ' HJ Schlösser', ' M Schuhen']",Learning at the Crossroads of Theory and Practice,10,2022-03-04
Michael Schuhen,Ökonomische Experimente,2009,"['HJ Schlösser', ' M Schuhen', ' AT Schäfer', ' S Niederschlag', ' K Macha']",Anleitungen mit Kopiervorlagen. Berlin,10,2022-03-04
Michael Schuhen,Informelles lernen und ökonomische bildung,2016,"['M Schuhen', ' F Kunde']",Handbuch Informelles Lernen,9,2022-03-04
Michael Schuhen,Modellierung ökonomischer Kompetenz in einer Pilotstudie zu ECOS,2011,"['K Macha', ' M Schuhen']",,9,2022-03-04
Michael Schuhen,Framework of measuring economic competencies,2011,"['K Macha', ' M Schuhen']",JSSE-Journal of Social Science Education,8,2022-03-04
Michael Schuhen,Führungsnachwuchs mit System,2008,['M Schuhen'],Planung und Gestaltung einer Lernumgebung für Trainee-Programme,8,2022-03-04
Michael Schuhen,Das ECON EBook als interaktives und multimediales elektronisches Schulbuch für den Ökonomieunterricht,2015,"['M Froitzheim', ' M Schuhen']",DeLFI E-Learning Fachtagung Informatik,7,2022-03-04
Michael Schuhen,ECOS–Ein unter Gendergesichtspunkten fairer Test allgemeiner ökonomischer Kompetenzen,2013,"['K Macha', ' M Schuhen']",Ökonomische Allgemeinbildung in der Sekundarstufe II,7,2022-03-04
Michael Schuhen,Das elektronische Schulbuch für den Ökonomieunterricht,2013,"['M Schuhen', ' M Rehm', ' F Kollmann', ' M Froitzheim']",INFORMATIK angepasst an Mensch,7,2022-03-04
Michael Schuhen,Mit Ökonomischen Experimenten Wirtschaft erleben,2011,"['HJ Schlösser', ' M Schuhen']",Methodentraining für den Ökonomieunterricht II,7,2022-03-04
Michael Schuhen,Notizen zur Geschichte und Gegenwart der Deutschen Gesellschaft für Ökonomische Bildung,2012,"['M Schuhen', ' M Wohlgemuth', ' C Müller']",Ökonomische Bildung und Wirtschaftsordnung,6,2022-03-04
Michael Schuhen,Kooperative Weiterbildungsnetzwerke von Unternehmen–Netzwerkstruktur und Problemlösungsbeitrag,2011,"['S Brink', ' B Führmann', ' M Schuhen']",Report,6,2022-03-04
Michael Schuhen,Ökonomische Grundbildung,2011,"['HJ Schlösser', ' M Schuhen']",,6,2022-03-04
