AUTHOR_NAME,PUB_TITLE,PUB_YEAR,PUB_AUTHORS,PUB_PUBLISHER,PUB_CITATIONS,UPDATED
Thomas Berger,Does Internet-based guided-self-help for depression cause harm? An individual participant data meta-analysis on deterioration rates and its moderators in randomized controlled …,2016,"['DD Ebert', ' L Donkin', ' G Andersson', ' G Andrews', ' T Berger', ' P Carlbring', ' ...']",Psychological Medicine,126,2022-03-04
Thomas Berger,"European COMPARative Effectiveness research on blended Depression treatment versus treatment-as-usual (E-COMPARED): study protocol for a randomized controlled, non-inferiority …",2016,"['A Kleiboer', ' J Smit', ' J Bosmans', ' J Ruwaard', ' G Andersson', ' N Topooco', ' ...']",Trials,125,2022-03-04
Thomas Berger,"Effects of a psychological internet intervention in the treatment of mild to moderate depressive symptoms: results of the EVIDENT study, a randomized controlled trial",2016,"['JP Klein', ' T Berger', ' J Schröder', ' C Späth', ' B Meyer', ' F Caspar', ' W Lutz', ' ...']",Psychotherapy and psychosomatics,115,2022-03-04
Thomas Berger,The relationship of self-compassion and depression: Cross-lagged panel analyses in depressed patients after outpatient therapy,2016,"['T Krieger', ' T Berger', ' M grosse Holtforth']",Journal of affective disorders,110,2022-03-04
Thomas Berger,Internetbasierte interventionen bei psychischen störungen,2015,['T Berger'],Hogrefe Verlag,105,2022-03-04
Thomas Berger,Development of a questionnaire measuring Attitudes towards Psychological Online Interventions–the APOI,2015,"['J Schröder', ' L Sautier', ' L Kriston', ' T Berger', ' B Meyer', ' C Späth', ' U Köther', ' ...']",Journal of affective disorders,104,2022-03-04
Thomas Berger,Effects of motive-oriented therapeutic relationship in a ten-session general psychiatric treatment of borderline personality disorder: a randomized controlled trial,2014,"['U Kramer', ' S Kolly', ' L Berthoud', ' S Keller', ' M Preisig', ' F Caspar', ' T Berger', ' ...']",Psychotherapy and psychosomatics,92,2022-03-04
Thomas Berger,Is self-guided internet-based cognitive behavioural therapy (iCBT) harmful? An individual participant data meta-analysis,2018,"['E Karyotaki', ' L Kemmeren', ' H Riper', ' J Twisk', ' A Hoogendoorn', ' A Kleiboer', ' ...']",Psychological medicine,85,2022-03-04
Thomas Berger,Evaluating an e-mental health program (“deprexis”) as adjunctive treatment tool in psychotherapy for depression: Results of a pragmatic randomized controlled trial,2018,"['T Berger', ' T Krieger', ' K Sude', ' B Meyer', ' A Maercker']",Journal of affective disorders,84,2022-03-04
Thomas Berger,Attitudes towards internet interventions among psychotherapists and individuals with mild to moderate depression symptoms,2017,"['J Schröder', ' T Berger', ' B Meyer', ' W Lutz', ' M Hautzinger', ' C Späth', ' ...']",Cognitive therapy and research,83,2022-03-04
Thomas Berger,"The Right View of Your Patient: A Computer-Assisted, Individualized Module for Psychotherapy Training.",2004,"['F Caspar', ' T Berger', ' I Hautle']",Psychotherapy: Theory,80,2022-03-04
Thomas Berger,Computer‐based technological applications in psychotherapy training,2004,['T Berger'],Journal of Clinical Psychology,79,2022-03-04
Thomas Berger,Internet interventions for depression: new developments,2016,"['J Schröder', ' T Berger', ' S Westermann', ' JP Klein', ' S Moritz']",Dialogues in clinical neuroscience,78,2022-03-04
Thomas Berger,More adaptive versus less maladaptive coping: What is more predictive of symptom severity? Development of a new scale to investigate coping profiles across different …,2016,"['S Moritz', ' AK Jahns', ' J Schröder', ' T Berger', ' TM Lincoln', ' JP Klein', ' AS Göritz']",Journal of Affective Disorders,74,2022-03-04
Thomas Berger,Internet-based support for infertile patients: a randomized controlled study,2010,"['K Hämmerli', ' H Znoj', ' T Berger']",Journal of behavioral medicine,74,2022-03-04
Thomas Berger,Therapist factors in Internet-delivered cognitive behavioural therapy for major depressive disorder,2009,"['J Almlöv', ' P Carlbring', ' T Berger', ' P Cuijpers', ' G Andersson']",Cognitive Behaviour Therapy,70,2022-03-04
Thomas Berger,Internet-based cognitive behavioral therapy for depression: a systematic review and individual patient data network meta-analysis,2021,"['E Karyotaki', ' O Efthimiou', ' C Miguel', ' FM genannt Bermpohl', ' TA Furukawa', ' ...']",JAMA psychiatry,68,2022-03-04
Thomas Berger,Does a pre-treatment diagnostic interview affect the outcome of Internet-based self-help for social anxiety disorder? A randomized controlled trial,2012,"['J Boettcher', ' T Berger', ' B Renneberg']",Behavioural and Cognitive Psychotherapy,67,2022-03-04
Thomas Berger,Working on self-compassion online: A proof of concept and feasibility study,2016,"['T Krieger', ' DS Martig', ' E van den Brink', ' T Berger']",Internet interventions,66,2022-03-04
Thomas Berger,An internet-based compassion-focused intervention for increased self-criticism: a randomized controlled trial,2019,"['T Krieger', ' F Reber', ' B von Glutz', ' A Urech', ' CT Moser', ' A Schulz', ' T Berger']",Behavior therapy,60,2022-03-04
Thomas Berger,The advantages and disadvantages of online and blended therapy: survey study amongst licensed psychotherapists in Austria,2018,"['R Schuster', ' R Pokorny', ' T Berger', ' N Topooco', ' AR Laireiter']",Journal of medical Internet research,59,2022-03-04
Thomas Berger,Effects of a transdiagnostic unguided Internet intervention (‘velibra’) for anxiety disorders in primary care: results of a randomized controlled trial,2017,"['T Berger', ' A Urech', ' T Krieger', ' T Stolz', ' A Schulz', ' A Vincent', ' CT Moser', ' ...']",Psychological Medicine,59,2022-03-04
Thomas Berger,"Web-based stress management for newly diagnosed patients with cancer (STREAM): a randomized, wait-list controlled intervention study",2018,"['C Urech', ' A Grossert', ' J Alder', ' S Scherer', ' B Handschin', ' B Kasenda', ' ...']",Journal of clinical oncology,58,2022-03-04
Thomas Berger,The association between adherence and outcome in an Internet intervention for depression,2018,"['K Fuhr', ' J Schröder', ' T Berger', ' S Moritz', ' B Meyer', ' W Lutz', ' F Hohagen', ' ...']",Journal of affective disorders,57,2022-03-04
Thomas Berger,Internet-based interventions for social anxiety disorder-an overview,2013,"['J Boettcher', ' P Carlbring', ' B Renneberg', ' T Berger']",Verhaltenstherapie,56,2022-03-04
Thomas Berger,The EVIDENT-trial: protocol and rationale of a multicenter randomized controlled trial testing the effectiveness of an online-based psychological intervention,2013,"['JP Klein', ' T Berger', ' J Schröder', ' C Späth', ' B Meyer', ' F Caspar', ' W Lutz', ' ...']",BMC psychiatry,55,2022-03-04
Thomas Berger,Internetbasierte psychotherapien: Besonderheiten und empirische Evidenz,2009,"['T Berger', ' G Andersson']",PPmP-Psychotherapie· Psychosomatik· Medizinische Psychologie,54,2022-03-04
Thomas Berger,An Internet based intervention for improving resilience and coping strategies in university students: Study protocol for a randomized controlled trial,2019,"['R Herrero', ' A Mira', ' G Cormo', ' E Etchemendy', ' R Baños', ' A García-Palacios', ' ...']",Internet interventions,49,2022-03-04
Thomas Berger,A mobile app for social anxiety disorder: A three-arm randomized controlled trial comparing mobile and PC-based guided self-help interventions.,2018,"['T Stolz', ' A Schulz', ' T Krieger', ' A Vincent', ' A Urech', ' C Moser', ' S Westermann', ' ...']",Journal of Consulting and Clinical Psychology,48,2022-03-04
Thomas Berger,The need for a behavioural science focus in research on mental health and mental disorders,2014,"['HU Wittchen', ' S Knappe', ' G Andersson', ' R Araya', ' RM Banos Rivera', ' ...']",International Journal of Methods in Psychiatric Research,48,2022-03-04
Thomas Berger,Patient expectations in internet-based self-help for social anxiety,2013,"['J Boettcher', ' B Renneberg', ' T Berger']",Cognitive Behaviour Therapy,44,2022-03-04
Thomas Berger,Efficacy of an unguided internet‐based self‐help intervention for social anxiety disorder in university students: A randomized controlled trial,2019,"['F Kählke', ' T Berger', ' A Schulz', ' H Baumeister', ' M Berking', ' RP Auerbach', ' ...']",International Journal of Methods in Psychiatric Research,43,2022-03-04
Thomas Berger,Beyond words: Sensory properties of depressive thoughts,2014,"['S Moritz', ' CC Hörmann', ' J Schröder', ' T Berger', ' GA Jacob', ' B Meyer', ' ...']",Cognition and Emotion,43,2022-03-04
Thomas Berger,Effects of motive-oriented therapeutic relationship in early-phase treatment of borderline personality disorder: A pilot study of a randomized trial,2011,"['U Kramer', ' T Berger', ' S Kolly', ' P Marquet', ' M Preisig', ' Y de Roten', ' ...']",The Journal of nervous and mental disease,43,2022-03-04
Thomas Berger,What Are the Issues Confronting Infertile Women? A Qualitative and Quantitative Approach.,2010,"['K Hammerli', ' H Znoj', ' T Berger']",Qualitative report,40,2022-03-04
Thomas Berger,Efficacy and cost-effectiveness of guided and unguided internet-and mobile-based indicated transdiagnostic prevention of depression and anxiety (ICare Prevent): A three-armed …,2019,"['KK Weisel', ' AC Zarski', ' T Berger', ' T Krieger', ' MP Schaub', ' CT Moser', ' ...']",Internet Interventions,39,2022-03-04
Thomas Berger,Evaluating an e-mental health program (“deprexis”) as adjunctive treatment tool in psychotherapy for depression: design of a pragmatic randomized controlled trial,2014,"['T Krieger', ' B Meyer', ' K Sude', ' A Urech', ' A Maercker', ' T Berger']",BMC psychiatry,39,2022-03-04
Thomas Berger,A sorrow shared is a sorrow halved? A three-arm randomized controlled trial comparing internet-based clinician-guided individual versus group treatment for social anxiety disorder,2016,"['A Schulz', ' T Stolz', ' A Vincent', ' T Krieger', ' G Andersson', ' T Berger']",Behaviour Research and Therapy,38,2022-03-04
Thomas Berger,Defining and predicting patterns of early response in a web-based intervention for depression,2017,"['W Lutz', ' A Arndt', ' J Rubel', ' T Berger', ' J Schröder', ' C Späth', ' B Meyer', ' ...']",Journal of medical Internet research,37,2022-03-04
Thomas Berger,"The future is bright: How can we optimize online counseling, and how can we know whether we have done so?",2005,"['F Caspar', ' T Berger']",The counseling psychologist,37,2022-03-04
Thomas Berger,Virtual reality-based attention bias modification training for social anxiety: a feasibility and proof of concept study,2015,"['A Urech', ' T Krieger', ' A Chesham', ' FW Mast', ' T Berger']",Frontiers in psychiatry,36,2022-03-04
Thomas Berger,Adjustment disorders are uniquely suited for eHealth interventions: concept and case study,2015,"['A Maercker', ' RC Bachem', ' L Lorenz', ' CT Moser', ' T Berger']",JMIR mental health,34,2022-03-04
Thomas Berger,Predicting social anxiety treatment outcome based on therapeutic email conversations,2016,"['M Hoogendoorn', ' T Berger', ' A Schulz', ' T Stolz', ' P Szolovits']",IEEE journal of biomedical and health informatics,33,2022-03-04
Thomas Berger,Patient satisfaction and psychological well-being after internet-based cognitive behavioral stress management (IB-CBSM) for women with preterm labor: A randomized controlled trial,2016,"['S Scherer', ' J Alder', ' J Gaab', ' T Berger', ' K Ihde', ' C Urech']",Journal of psychosomatic research,33,2022-03-04
Thomas Berger,Internetbasierte psychologische Behandlung bei Depressionen,2013,"['JP Klein', ' T Berger']",Verhaltenstherapie,30,2022-03-04
Thomas Berger,Working alliance as a predictor of change in depression during blended cognitive behaviour therapy,2019,"['K Vernmark', ' H Hesser', ' N Topooco', ' T Berger', ' H Riper', ' L Luuk', ' L Backlund', ' ...']",Cognitive behaviour therapy,29,2022-03-04
Thomas Berger,Individually tailored internet-based cognitive behaviour therapy for older adults with anxiety and depression: a randomised controlled trial,2018,"['K Silfvernagel', ' A Westlinder', ' S Andersson', ' K Bergman', ' ...']",Cognitive behaviour therapy,29,2022-03-04
Thomas Berger,Bridging the “digital divide”: A comparison of use and effectiveness of an online intervention for depression between Baby Boomers and Millennials,2018,"['BC Schneider', ' J Schröder', ' T Berger', ' F Hohagen', ' B Meyer', ' C Späth', ' ...']",Journal of affective disorders,28,2022-03-04
Thomas Berger,„Meet the e-patient “: Chancen und Risiken des Internets für das Verhältnis von Gesundheitsfachleuten und ihren Klienten,2009,['T Berger'],Gesundheit und neue medien,28,2022-03-04
Thomas Berger,"An internet-based self-help intervention for older adults after marital bereavement, separation or divorce: study protocol for a randomized controlled trial",2017,"['J Brodbeck', ' T Berger', ' HJ Znoj']",Trials,27,2022-03-04
Thomas Berger,Internet-based interpretation bias modification for social anxiety: A pilot study,2015,"['M Brettschneider', ' P Neumann', ' T Berger', ' B Renneberg', ' J Boettcher']",Journal of Behavior Therapy and Experimental Psychiatry,27,2022-03-04
Thomas Berger,Internet-based treatment for panic disorder: A three-arm randomized controlled trial comparing guided (via real-time video sessions) with unguided self-help treatment and a …,2018,"['AM Ciuca', ' T Berger', ' LG Crişan', ' M Miclea']",Journal of anxiety disorders,25,2022-03-04
Thomas Berger,Impact and change of attitudes toward Internet interventions within a randomized controlled trial on individuals with depression symptoms,2018,"['J Schröder', ' T Berger', ' B Meyer', ' W Lutz', ' C Späth', ' P Michel', ' M Rose', ' ...']",Depression and anxiety,24,2022-03-04
Thomas Berger,Consensus statement on the problem of terminology in psychological interventions using the internet or digital components,2020,"['E Smoktunowicz', ' A Barak', ' G Andersson', ' RM Banos', ' T Berger', ' C Botella', ' ...']",Internet interventions,23,2022-03-04
Thomas Berger,"Does recruitment source moderate treatment effectiveness? A subgroup analysis from the EVIDENT study, a randomised controlled trial of an internet intervention for depressive …",2017,"['JP Klein', ' C Gamon', ' C Späth', ' T Berger', ' B Meyer', ' F Hohagen', ' ...']",BMJ open,23,2022-03-04
Thomas Berger,The InterHerz project-a web-based psychological treatment for cardiac patients with depression: study protocol of a randomized controlled trial,2012,"['N Messerli-Bürgy', ' J Barth', ' T Berger']",Trials,23,2022-03-04
Thomas Berger,"Dismantling, optimising, and personalising internet cognitive behavioural therapy for depression: a systematic review and component network meta-analysis using individual …",2021,"['TA Furukawa', ' A Suganuma', ' EG Ostinelli', ' G Andersson', ' CG Beevers', ' ...']",The Lancet Psychiatry,22,2022-03-04
Thomas Berger,,2019,"['A Urech', ' T Krieger', ' L Möseneder', ' A Biaggi', ' A Vincent', ' C Poppe', ' B Meyer', ' ...']",Psychotherapy research,22,2022-03-04
Thomas Berger,Comparison and change of defense mechanisms over the course of psychotherapy in patients with depression or anxiety disorder: evidence from a randomized controlled trial,2019,"['A Babl', ' M grosse Holtforth', ' JC Perry', ' N Schneider', ' E Dommann', ' S Heer', ' ...']",Journal of affective disorders,21,2022-03-04
Thomas Berger,"Time to remission from mild to moderate depressive symptoms: one year results from the EVIDENT-study, an RCT of an internet intervention for depression",2017,"['JP Klein', ' C Späth', ' J Schröder', ' B Meyer', ' W Greiner', ' M Hautzinger', ' W Lutz', ' ...']",Behaviour research and therapy,21,2022-03-04
Thomas Berger,Internet-Based Cognitive Behavioral Therapy for Social Anxiety with and without Guidance Compared to a Wait List in China,2016,"['T Kishimoto', ' T Krieger', ' T Berger', ' M Qian', ' H Chen', ' Y Yang']",Psychotherapy and psychosomatics,21,2022-03-04
Thomas Berger,Psychotherapeutic case conceptualization using plan analysis for bipolar affective disorder,2009,"['U Kramer', ' T Berger', ' F Caspar']",Journal of clinical psychology,21,2022-03-04
Thomas Berger,Gewinnt die Psychotherapie durch die neurobiologische Erforschung ihrer Wirkmechanismen?,2009,"['T Berger', ' F Caspar']",Zeitschrift für Psychiatrie,21,2022-03-04
Thomas Berger,Internetbasierte Psychotherapien,2011,"['T Berger', ' F Caspar']",Psychiatrie und Psychotherapie,20,2022-03-04
Thomas Berger,Von anderen Patienten lernen,2008,"['T Berger', ' F Caspar']",Psychotherapeut,20,2022-03-04
Thomas Berger,The alliance-outcome relation in internet-based interventions for psychological disorders: A correlational meta-analysis,2019,"['GH Probst', ' T Berger', ' C Flückiger']",Verhaltenstherapie,19,2022-03-04
Thomas Berger,Internet-based psychotherapies: characteristics and empirical evidence,2009,"['T Berger', ' G Andersson']",Psychotherapie,19,2022-03-04
Thomas Berger,Insight and Cognitive Psychology.,2007,"['F Caspar', ' T Berger']",American Psychological Association,19,2022-03-04
Thomas Berger,An internet-based intervention for people with psychosis (EviBaS): study protocol for a randomized controlled trial,2018,"['N Rüegg', ' S Moritz', ' T Berger', ' T Lüdtke', ' S Westermann']",BMC psychiatry,18,2022-03-04
Thomas Berger,Computer und Psychotherapie–geht das zusammen?,2018,"['R Schuster', ' T Berger', ' AR Laireiter']",Psychotherapeut,18,2022-03-04
Thomas Berger,Psychotherapy integration under scrutiny: investigating the impact of integrating emotion-focused components into a CBT-based approach: a study protocol of a randomized …,2016,"['A Babl', ' S Heer', ' M Lin', ' A Stähli', ' D Holstein', ' M Belz', ' Y Egenolf', ' ...']",BMC psychiatry,18,2022-03-04
Thomas Berger,"Does cognitive flexibility predict treatment gains in Internet-delivered psychological treatment of social anxiety disorder, depression, or tinnitus?",2016,"['P Lindner', ' P Carlbring', ' E Flodman', ' A Hebert', ' S Poysti', ' F Hagkvist', ' ...']",PeerJ,18,2022-03-04
Thomas Berger,The Working Alliance Inventory for guided Internet interventions (WAI‐I),2020,"['JM Gómez Penedo', ' T Berger', ' M Grosse Holtforth', ' T Krieger', ' J Schröder', ' ...']",Journal of clinical psychology,17,2022-03-04
Thomas Berger,Transdiagnostic tailored internet-and mobile-based guided treatment for major depressive disorder and comorbid anxiety: study protocol of a randomized controlled trial,2018,"['KK Weisel', ' AC Zarski', ' T Berger', ' MP Schaub', ' T Krieger', ' CT Moser', ' ...']",Frontiers in psychiatry,17,2022-03-04
Thomas Berger,Feasibility of a blended group treatment (bGT) for major depression: uncontrolled interventional study in a university setting,2018,"['R Schuster', ' I Fichtenbauer', ' VM Sparr', ' T Berger', ' AR Laireiter']",BMJ open,17,2022-03-04
Thomas Berger,Characteristics of participants in a randomized trial of an internet intervention for depression (EVIDENT) in comparison to a national sample (DEGS1),2017,"['C Späth', ' U Hapke', ' U Maske', ' J Schröder', ' S Moritz', ' T Berger', ' B Meyer', ' ...']",Internet interventions,17,2022-03-04
Thomas Berger,Internetbasierte Therapie der sozialen Phobie: Ergebnisse einer 6-monate-katamnese,2010,"['T Berger', ' E Hohl', ' F Caspar']",Zeitschrift für klinische Psychologie und Psychotherapie,17,2022-03-04
Thomas Berger,Das deutsche IMI,2016,"['F Caspar', ' T Berger', ' H Fingerle', ' M Werner']",PiD-Psychotherapie Im Dialog,16,2022-03-04
Thomas Berger,Allgemeine Psychotherapie,2011,"['FM Caspar', ' T Berger']",Schattauer,16,2022-03-04
Thomas Berger,"Effects, adherence, and therapists’ perceptions of web-and mobile-supported group therapy for depression: Mixed-methods study",2019,"['R Schuster', ' I Kalthoff', ' A Walther', ' L Köhldorfer', ' E Partinger', ' T Berger', ' ...']",Journal of medical Internet research,15,2022-03-04
Thomas Berger,Patients’ experiences of web-and mobile-assisted group therapy for depression and implications of the group setting: qualitative follow-up study,2018,"['R Schuster', ' S Sigl', ' T Berger', ' AR Laireiter']",JMIR mental health,15,2022-03-04
Thomas Berger,Efficacy of an internet-based cognitive behavioral stress management training in women with idiopathic preterm labor: A randomized controlled intervention study,2017,"['C Urech', ' S Scherer', ' M Emmenegger', ' J Gaab', ' S Tschudin', ' I Hoesli', ' ...']",Journal of psychosomatic research,15,2022-03-04
Thomas Berger,The regression discontinuity design showed to be a valid alternative to a randomized controlled trial for estimating treatment effects,2017,"['IL Maas', ' S Nolte', ' OB Walter', ' T Berger', ' M Hautzinger', ' F Hohagen', ' W Lutz', ' ...']",Journal of clinical epidemiology,15,2022-03-04
Thomas Berger,Kinderwunsch Online Coaching-ein webbasiertes Selbsthilfeprogramm,2009,"['K Hämmerli', ' H Znoj', ' T Berger']",Journal für Reproduktionsmedizin und Endokrinologie-Journal of Reproductive …,15,2022-03-04
Thomas Berger,A randomized controlled trial comparing guided Internet-based multi-component treatment and Internet-based guided sleep restriction treatment to care as usual in insomnia,2019,"['T Krieger', ' A Urech', ' SB Duss', ' L Blättler', ' W Schmitt', ' H Gast', ' C Bassetti', ' ...']",Sleep medicine,14,2022-03-04
Thomas Berger,Evaluation of a guided internet-based self-help intervention for older adults after spousal bereavement or separation/divorce: A randomised controlled trial,2019,"['J Brodbeck', ' T Berger', ' N Biesold', ' F Rockstroh', ' HJ Znoj']",Journal of affective disorders,13,2022-03-04
Thomas Berger,"Protocol for the REVISIT-BPD trial, a randomized controlled trial testing the effectiveness of an Internet-based self-management intervention in the treatment of borderline …",2018,"['JP Klein', ' A Hauer', ' T Berger', ' E Fassbinder', ' U Schweiger', ' G Jacob']",Frontiers in psychiatry,13,2022-03-04
Raymond Bimazubute,Die Nachbereitung von Experteninterviews im expertenzentrierten Wissensmanagement,2005,['R Bimazubute '],,13.0,2022-03-04
Raymond Bimazubute,Mobile Intelligent Agents in Erlang,2004,"['S Mandl', ' R Bimazubute', ' H Stoyan']", Fourth International ICSC …,4.0,2022-03-04
Raymond Bimazubute,Wissenserwerb und Wissensmanagement.,2004,"['H Stoyan', ' M Müller', ' R Bimazubute…']", Wissen in …,2.0,2022-03-04
Raymond Bimazubute,"Bewertung von Wissensmanagementprojekten nach dem Vorbild der Bewertung von EDV, Marketing und Personalwesen",2003,"['F Farnschläder', ' R Bimazubute', ' U Pfeiffer…']", WM Professionelles …,,2022-03-04
Hannah Böhrk,Secure tightening of a CMC fastener for the heat shield of re-entry vehicles,2010,"['H Böhrk', ' U Beyermann']", Composite Structures,56.0,2022-03-04
Hannah Böhrk,"Transpiration-cooled hypersonic flight experiment: Setup, flight measurement, and reconstruction",2015,['H Böhrk'], Journal of Spacecraft and Rockets,28.0,2022-03-04
Hannah Böhrk,Heat balance of a transpiration-cooled heat shield,2010,"['H Böhrk', ' O Piol', ' M Kuhn']", Journal of Thermophysics and Heat Transfer,37.0,2022-03-04
Hannah Böhrk,Thrust measurement of the hybrid electric thruster TIHTUS by a baffle plate,2009,"['H Böhrk', ' M Auweter']",,23.0,2022-03-04
Hannah Böhrk,Numerical simulation of transpiration cooling experiments in supersonic flow using OpenFOAM,2020,"['D Prokein', ' C Dittert', ' H Böhrk', ' J von Wolfersdorf']", CEAS Space Journal,4.0,2022-03-04
Hannah Böhrk,Numerical modeling of transpiration-cooled turbulent channel flow with comparisons to experimental data,2018,"['DJ Munk', ' M Selzer', ' H Böhrk', ' S Schweikert…']", … of Thermophysics and …,10.0,2022-03-04
Hannah Böhrk,Sharp leading edge at hypersonic flight: Modeling and flight measurement,2014,"['H Böhrk', ' C Dittert', ' H Weihs', ' T Thiele…']", Journal of Spacecraft and …,13.0,2022-03-04
Hannah Böhrk,Transpiration cooling experiments on a CMC wall segment in a supersonic hot gas channel,2018,"['D Prokein', ' C Dittert', ' H Böhrk…']", International …,7.0,2022-03-04
Hannah Böhrk,Electrical resistivity measurement of carbon-fiber-reinforced ceramic matrix composite under thermo-mechanical load,2013,"['H Böhrk', ' P Leschinski', ' T Reimer']", Composites science and technology,11.0,2022-03-04
Hannah Böhrk,Flowfield and pressure decay analysis of porous cones,2017,"['C Dittert', ' M Selzer', ' H Böhrk']", AIAA Journal,10.0,2022-03-04
Hannah Böhrk,Thermophysical properties of Almahata Sitta meteorites (asteroid 2008 TC3) for high‐fidelity entry modeling,2017,"['S Loehle', ' P Jenniskens', ' H Böhrk…']", … & Planetary Science,8.0,2022-03-04
Hannah Böhrk,Electrostatic probe and camera measurements for modeling the iMPD SIMP-LEX,2007,"['A Nawaz', ' U Bauder', ' H Böhrk', ' G Herdrich…']", AIAA/ASME/SAE …,13.0,2022-03-04
Hannah Böhrk,A porous flow control element for pulsed plasma thrusters,2012,"['H Böhrk', ' M Lau', ' G Herdrich', ' H Hald', ' HP Röser']", CEAS Space Journal,7.0,2022-03-04
Hannah Böhrk,Surface heat flux determination of transpiration cooled c/c by the application of non-integer system identification,2016,"['S Schweikert', ' S Löhle', ' M Selzer', ' H Böhrk…']", Changes,5.0,2022-03-04
Hannah Böhrk,FinEx–Fin Experiment on HIFiRE-5,2011,"['H Böhrk', ' S Löhle', ' U Fuchs', ' H Elsäßer…']", Symposium on …,5.0,2022-03-04
Hannah Böhrk,Three-dimensional thermal analysis of the HIFiRE-5 ceramic fin,2012,"['S Löhle', ' H Böhrk', ' U Fuchs', ' B Kraetzig…']",,11.0,2022-03-04
Hannah Böhrk,Concept of the Heat Balance of the Transpiration-Cooled Heat Shield Experiment AKTIV on SHEFEX II,2009,"['H Böhrk', ' M Kuhn', ' H Weihs ']",,5.0,2022-03-04
Hannah Böhrk,Efficiency Analysis of a Two-Stage Hybrid Electric Thruster,2008,"['H Böhrk', ' M Auweter']",,5.0,2022-03-04
Hannah Böhrk,Arcjet stage investigation and inductive hydrogen heating in the TIHTUS engine,2005,"['H Böhrk', ' D Petkow', ' G Herdrich…']", … ,4.0,2022-03-04
Hannah Böhrk,10 Heat flux reduction by transpiration-cooling of CMCs for space applications,2017,['H Böhrk'], Adv Compos Mater: Properties and Applications …,2.0,2022-03-04
Hannah Böhrk,Heat Flux Measurement in the Two-Stage Hybrid Electric Thruster TIHTUS,2009,"['H Böhrk', ' T Rödiger', ' M Auweter']",,3.0,2022-03-04
Hannah Böhrk,[HTML][HTML] Characterisation of electrical resistance for CMC materials up to 2000 K,2018,"['T Stäbler', ' H Böhrk', ' H Voggenreiter']", Composites Part A: Applied Science …,2.0,2022-03-04
Hannah Böhrk,Time resolved quantitative imaging of charring in materials at temperatures above 1000 K,2016,"['H Böhrk', ' R Jemmali']", Review of Scientific Instruments,2.0,2022-03-04
Hannah Böhrk,Experimental and numerical analysis of SHEFEX-II,2013,"['T Barth', ' R Gehre', ' T Eggers', ' JM Schramm…']", New Results in …,2.0,2022-03-04
Hannah Böhrk,Concept of the Transpiration Cooling Experiment on SHEFEXII,2008,"['H Böhrk', ' M Kuhn', ' H Weihs ']",,7.0,2022-03-04
Hannah Böhrk,Experimental investigation of the plasma jet generated by ATTILA,2004,"['H Böhrk', ' M Auweter']",Kurtz,2.0,2022-03-04
Hannah Böhrk,Heat Balance of a Transpiration-Cooled Ceramic Combustion Chamber,2010,"['H Böhrk', ' A Herbertz', ' M Ortelt ']",,6.0,2022-03-04
Hannah Böhrk,Zur induktiven Nachheizung einer Überschallwasserstoffströmung,2009,['H Böhrk '],,5.0,2022-03-04
Hannah Böhrk,Characterisation of Electrical Resistance for CMC Materials up to 1200° C,2016,"['T Stäbler', ' H Böhrk', ' H Voggenreiter ']",,1.0,2022-03-04
Hannah Böhrk,Innovative Cooling for Rocket Combustion Chambers,2021,"['J Peichl', ' A Schwab', ' M Selzer', ' H Böhrk…']", … under High Thermal …,,2022-03-04
Hannah Böhrk,Design of a transpiration cooled sharp leading edge for SHEFEX III,2015,"['C Dittert', ' H Böhrk', ' H Elsässer ']",,3.0,2022-03-04
Hannah Böhrk,In-Situ Ablation Experiments of Cork-based and Carbon Phenolic Thermal Protection Materials in an X-Ray Synchrotron Facility,2018,"['I Sakraker', ' A Joshi', ' H Böhrk', ' D Haenschke…']", … and Heat Transfer …,,2022-03-04
Hannah Böhrk,The Sharp Leading Edge of SHEFEX II,2008,"['H Böhrk', ' T Laux', ' H Weihs ']",,2.0,2022-03-04
Hannah Böhrk,On Supersonic Hydrogen Heating: The TIHTUS Engine,,"['H Böhrk', ' M Auweter']",,,2022-03-04
Hannah Böhrk,Feasibility Study of Applicability of ATTILA to In-Space Propulsion,,"['H Böhrk', ' S Laure', ' M Auweter']",,,2022-03-04
Hannah Böhrk,A Furnace for Imaging of Charring in Materials under High Temperature,2016,['H Böhrk '],,,2022-03-04
Hannah Böhrk,Thermocouple Positioning for the of the Non-Integer System Identification Approach to HIFiRE-5 Fins,2011,"['S Löhle', ' H Böhrk', ' U Fuchs ']",,,2022-03-04
Hannah Böhrk,Extended Investigation of a New Circular Weave for C/C-SiC Applications,2012,"['H Böhrk', ' T Aliyev ']",,,2022-03-04
Hannah Böhrk,Design and numerical investigations of coupled Transpiration cooling experiments,2017,"['A Schwab', ' A Trübsbach', ' M Selzer', ' D Munk', ' H Böhrk… ']",,,2022-03-04
Hannah Böhrk,Elektrische Antriebe für die Raumfahrt,2008,"['H Leiter', ' D Bock', ' H Böhrk…']", Vakuum in Forschung …,,2022-03-04
Hannah Böhrk,REX-Free Flyer: Re-Entry to Earth Experiment-Machbarkeitsstudie,2010,"['H Böhrk', ' T Barth', ' I Dietlein', ' H Elsäßer', ' T Eggers… ']",,,2022-03-04
Hannah Böhrk,Heat Balance of the Transpiration-Cooled Heat Shield Experiment AKTiV,2009,"['H Böhrk', ' O Piol', ' M Kuhn ']",,,2022-03-04
